front,meaning,pos,frequency,lexique_cgram,kaikki_pos,kaikki_meaning,source,rank
écart,hamlet; discard; difference (between numbers),noun,16.541000,NOM,noun,hamlet; discard; difference (between numbers),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2575
maîtresse,mistress; female teacher (in a primary school),noun,16.531000,NOM,noun,mistress; female teacher (in a primary school),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2576
demi-tour,"U-turn, about-turn",noun,16.494000,NOM,noun,"U-turn, about-turn",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2577
méfier,"to mistrust, to be wary of, to watch out for",verb,16.489000,VER,verb,"to mistrust, to be wary of, to watch out for",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2578
lent,slow,adjective,16.488000,ADJ,adj,slow,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2579
exécution,execution,noun,16.487000,NOM,noun,execution,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2580
actuellement,currently; in actuality,adverb,16.484000,ADV,adv,currently; in actuality,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2581
comté,county; riding; Comté cheese,noun,16.484000,NOM,noun,county; riding; Comté cheese,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2582
accéder,to reach (a place); to grant (permission); to access (information),verb,16.480000,VER,verb,to reach (a place); to grant (permission); to access (information),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2583
affirmer,"to affirm, to claim",verb,16.472000,VER,verb,"to affirm, to claim",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2584
tricher,to cheat,verb,16.471000,VER,verb,to cheat,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2585
chevalier,knight; sandpiper (bird),noun,16.469000,NOM,name|noun,knight; sandpiper (bird),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2586
influence,influence,noun,16.465000,NOM,noun|verb,influence,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2587
panique,panic,noun,16.465000,NOM,adj|noun|verb,panic,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2588
stress,stress (emotional pressure),noun,16.456000,NOM,noun,stress (emotional pressure),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2589
combinaison,diving suit; slip; petticoat; jumpsuit; overalls,noun,16.446000,NOM,noun,diving suit; slip; petticoat; jumpsuit; overalls,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2590
portrait,portrait; description (of a person or things),noun,16.436000,NOM,noun,portrait; description (of a person or things),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2591
visiteur,visitor,noun,16.430000,NOM,noun,visitor,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2592
missile,"missile; bombshell, hottie",noun,16.405000,NOM,noun,"missile; bombshell, hottie",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2593
tache,"blotch, mark; moral depravation; blot, stain or smear",noun,16.377000,NOM,noun,"blotch, mark; moral depravation; blot, stain or smear",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2594
lion,lion; a style of elegant young man that came after the dandy,noun,16.361000,NOM,name|noun,lion; a style of elegant young man that came after the dandy,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2595
voyou,"good for nothing; thug, yob, hooligan; urchin, street child",noun,16.361000,NOM,noun,"good for nothing; thug, yob, hooligan; urchin, street child",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2596
poème,poem (literary piece written in verse),noun,16.358000,NOM,noun,poem (literary piece written in verse),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2597
protocole,protocol,noun,16.358000,NOM,noun,protocol,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2598
révolution,revolution (turn; rotation); revolution (political event),noun,16.358000,NOM,noun,revolution (turn; rotation); revolution (political event),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2599
cimetière,"cemetery, graveyard",noun,16.336000,NOM,noun,"cemetery, graveyard",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2600
guitare,a leg; guitar,noun,16.329000,NOM,noun,a leg; guitar,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2601
solitaire,"loner, solitary person; solitary, alone (living alone or being by oneself)",adjective / noun,16.304000,ADJ|NOM,adj|noun,"loner, solitary person; solitary, alone (living alone or being by oneself)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2602
absurde,absurd (contrary to reason or propriety),adjective,16.282000,ADJ,adj,absurd (contrary to reason or propriety),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2603
taule,"pad, crib; jail, clink",noun,16.275000,NOM,noun,"pad, crib; jail, clink",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2604
conduite,"duct; guidance; drive, driving",noun,16.273000,NOM,noun,"duct; guidance; drive, driving",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2605
masse,mass; mace (weapon); a sledgehammer,noun,16.272000,NOM,name|noun|verb,mass; mace (weapon); a sledgehammer,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2606
conflit,conflict (clash or disagreement),noun,16.269000,NOM,noun,conflict (clash or disagreement),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2607
employer,to be used; to be employed; to employ (a person),verb,16.265000,VER,verb,to be used; to be employed; to employ (a person),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2608
rage,"rabies (disease); rage (fury, anger)",noun,16.263000,NOM,noun,"rabies (disease); rage (fury, anger)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2609
bouclier,"shield (anything which protects or defends); shield (broad piece of defensive armor, held in hand, formerly in general use in war, for the protection of the body)",noun,16.260000,NOM,noun,"shield (anything which protects or defends); shield (broad piece of defensive armor, held in hand, formerly in general use in war, for the protection of the body)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2610
compliment,compliment (positive comment),noun,16.209000,NOM,noun,compliment (positive comment),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2611
transfert,transfer,noun,16.209000,NOM,noun,transfer,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2612
absent,absent,adjective / noun,16.202000,ADJ|NOM,adj|noun,absent,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2613
canard,"off-note; newspaper; canard, hoax",noun,16.187000,NOM,noun,"off-note; newspaper; canard, hoax",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2614
interrogatoire,interrogation (series of questions),noun,16.187000,NOM,noun,interrogation (series of questions),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2615
merveille,wonder; marvel,noun,16.186000,NOM,noun,wonder; marvel,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2616
coopérer,to cooperate,verb,16.177000,VER,verb,to cooperate,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2617
naturellement,naturally,adverb,16.177000,ADV,adv,naturally,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2618
maîtriser,"be master of; to dominate, overcome, conquer, control; to master, have authority over somebody",verb,16.162000,VER,verb,"be master of; to dominate, overcome, conquer, control; to master, have authority over somebody",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2619
oxygène,oxygen,noun,16.149000,NOM,noun|verb,oxygen,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2620
poursuite,pursuit; prosecution,noun,16.142000,NOM,noun,pursuit; prosecution,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2621
salopard,bastard,noun,16.139000,NOM,noun,bastard,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2622
girl,dancing girl,noun,16.123000,NOM,noun,dancing girl,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2623
allée,"driveway; bowling lane; path, lane, allée",noun,16.076000,NOM,noun|verb,"driveway; bowling lane; path, lane, allée",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2624
mouche,bee; fly (insect); bullseye (center of a target),noun,16.076000,NOM,noun|verb,bee; fly (insect); bullseye (center of a target),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2625
pêcher,to fish; peach tree,noun / verb,16.062000,NOM|VER,noun|verb,to fish; peach tree,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2626
détenir,"to detain; to possess, to have, to hold",verb,16.061000,VER,verb,"to detain; to possess, to have, to hold",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2627
conclusion,conclusion,noun,16.054000,NOM,noun,conclusion,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2628
pose,"extension; pose (posture, way of presenting oneself); installation, the act of laying, putting down (e.g. a building element)",noun,16.048000,NOM,noun|verb,"extension; pose (posture, way of presenting oneself); installation, the act of laying, putting down (e.g. a building element)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2629
soupçonner,to suspect (have a suspicion),verb,16.040000,VER,verb,to suspect (have a suspicion),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2630
veine,luck; vein; inspiration,noun,16.035000,NOM,noun,luck; vein; inspiration,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2631
intervention,intervention,noun,16.016000,NOM,noun,intervention,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2632
mater,"to checkmate; to suppress, quell (a revolution, person, insurrection); to ogle, to check out, to watch (e.g. an attractive person)",verb,16.007000,VER,verb,"to checkmate; to suppress, quell (a revolution, person, insurrection); to ogle, to check out, to watch (e.g. an attractive person)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2633
ressource,resource,noun,16.000000,NOM,noun,resource,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2634
fiancer,to get engaged (to be married),verb,15.969000,VER,verb,to get engaged (to be married),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2635
évidence,"obviousness, clearness",noun,15.969000,NOM,noun,"obviousness, clearness",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2636
réfléchi,reflexive; thoughtful,adjective,15.952000,ADJ,adj|verb,reflexive; thoughtful,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2637
pratiquement,"practically, almost; in practice, for all practical purposes, from a practical standpoint",adverb,15.949000,ADV,adv,"practically, almost; in practice, for all practical purposes, from a practical standpoint",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2638
poster,to post; poster (A billboard to be posted on a public or private place),noun / verb,15.943000,NOM|VER,noun|verb,to post; poster (A billboard to be posted on a public or private place),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2639
survivant,survivor; surviving,adjective / noun,15.940000,ADJ|NOM,adj|noun|verb,survivor; surviving,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2640
modifier,"to change, modify",verb,15.916000,VER,verb,"to change, modify",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2641
bougie,candle; spark plug,noun,15.899000,NOM,noun,candle; spark plug,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2642
gus,"bloke, guy",noun,15.899000,NOM,noun,"bloke, guy",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2643
organe,voice; organ (any part of the body); organ (official publication),noun,15.896000,NOM,noun,voice; organ (any part of the body); organ (official publication),Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2644
câlin,"hug, cuddle; cuddly (fond of or prone to cuddling)",adjective / noun,15.875000,ADJ|NOM,adj|noun,"hug, cuddle; cuddly (fond of or prone to cuddling)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2645
quart,"shift (period of work); quarter, fourth (fraction)",noun,15.871000,NOM,adj|name|noun,"shift (period of work); quarter, fourth (fraction)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2646
électricité,electricity,noun,15.845000,NOM,noun,electricity,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2647
mesurer,to measure,verb,15.842000,VER,verb,to measure,Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2648
industrie,"a profession; diligence, zeal; an industry, productive enterprise(s)",noun,15.830000,NOM,noun,"a profession; diligence, zeal; an industry, productive enterprise(s)",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2649
parcourir,"to read through, to skim; to go through, to pass through",verb,15.825000,VER,verb,"to read through, to skim; to go through, to pass through",Lexique 4 compatible-POS lemma frequency + Kaikki/Wiktextract lexical semantics,2650
