rank,front,meaning,pos,root,frequency,calima_exact_analyses,source
2629,تمكين,enabling; making possible; strengthening,noun,م ك ن,409590,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2630,عائلي,family; domestic,adj,,409233,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2631,مضاف,added,adj,,409045,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2632,طاولة,table,noun,,408940,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2633,ضريبة,tax; levy,noun,ض ر ب,408550,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2634,جزاء,reward; punishment; penalty,noun,,408198,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2635,مشورة,consultation; deliberation; advice,noun,,408134,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2636,فرعي,sub-branch; subdivisional; sub-sectional,adj,ف ر ع,407705,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2637,قبيل,shortly before,noun,ق ب ل,407627,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2638,منفذ,executor; executant,noun,ن ف ذ,407216,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2639,طرد,expulsion; dismissal; kicking out,noun,ط ر د,407085,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2640,إلقاء,delivering; throwing; arresting,noun,,406137,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2641,روضة,garden; meadow; kindergarten,noun,,405485,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2642,صالون,salon; parlor,noun,,405046,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2643,شيعة,community,noun,,404848,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2644,ذكاء,cleverness,noun,,404798,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2645,ها,look; now,pron_dem,,404399,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2646,قبر,tomb; sepulcher,noun,ق ب ر,404335,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2647,خصيصة,peculiarity; feature,noun,خ ص ص,404260,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2648,مشهور,famous; well-known,adj,ش ه ر,403485,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2649,زي,uniform; clothing,noun,,403281,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2650,ثوري,revolutionary,adj,,403094,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2651,كور,furnace; bellows,noun,,402774,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2652,هيكل,framework; structure; skeleton,noun,ه ك ل,402625,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2653,إساءة,insult; affront; harm,noun,,402559,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2654,حاج,pilgrim,noun,ح ج ج,402497,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2655,مضحك,laughable; ridiculous; funny,adj,ض ح ك,402270,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2656,دورية,patrol; squad; periodical,noun,,402223,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2657,صداقة,friendship,noun,ص د ق,402125,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2658,أوائل,ancients,noun,,402077,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2659,متصل,continuous; unceasing; connected,adj,,401696,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2660,جفن,eyelid,noun,ج ف ن,401693,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2661,مخطوط,manuscript,noun,خ ط ط,400284,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2662,شن,wage; launch,verb,ش ن ن,400052,2,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2663,وثائقي,documentary; document,adj,,400041,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2664,نفطي,petroleum; oil,adj,ن ف ط,399876,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2665,باكستاني,Pakistani,adj,,399745,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2666,سند,bond; security; voucher,noun,س ن د,399018,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2667,ثلاجة,refrigerator; icebox,noun,ث ل ج,398222,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2668,تسلم,be conceded; be granted,verb,س ل م,398143,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2669,مستعد,ready; prepared,adj,ع د د,398002,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2670,ملكة,queen,noun,م ل ك,397748,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2671,باطن,inner; hidden,noun,ب ط ن,397458,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2672,كندي,Canadian,adj,,397453,9,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2673,نصرة,assistance; backing,noun,ن ص ر,397371,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2674,غيار,exchange; interchange; replacement,noun,,396776,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2675,غابة,forest; jungle,noun,,396663,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2676,تأجيل,postponement; delay,noun,,395727,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2677,سباحة,swimmer,noun,س ب ح,395479,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2678,رافق,accompany; escort,verb,ر ف ق,395469,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2679,متضمن,included; implied,adj,ض م ن,395184,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2680,دهن,oil; grease; fat,noun,د ه ن,394885,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2681,فلك,dent; notch; nick,noun,ف ل ل,393104,48,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2682,مقهى,cafe; coffeehouse,noun,,392722,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2683,لغوي,language; linguistic,adj,,392646,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2684,نشرة,report; announcement; proclamation,noun,ن ش ر,392533,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2685,تعذيب,torture; punishment,noun,ع ذ ب,392364,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2686,مفضل,favorite; preferred,adj,ف ض ل,392047,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2687,قصيم,fragile,adj,ق ص م,391982,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2688,أعد,prepare; make ready,verb,ع د د,391904,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2689,حبيب,dear; beloved,adj,ح ب ب,391802,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2690,مبوب,classified; arranged,noun,,391755,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2691,خشب,wood,noun,خ ش ب,391664,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2692,صح,be correct; be true,verb,ص ح ح,391501,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2693,أشد,maturity; climax,noun,ش د د,391492,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2694,إثبات,confirmation; verification,noun,ث ب ت,390618,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2695,عنصري,racial; ethnic,adj,ع ن ص ر,390605,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2696,فقرة,paragraph; clause,noun,ف ق ر,389662,21,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2697,تكرار,repetition; reiteration; frequency,noun,ك ر ر,389562,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2698,مبدع,innovator; creative,noun,ب د ع,389480,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2699,فوضى,chaos; anarchy,noun,,389040,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2700,باحة,courtyard; plaza,noun,,388911,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2701,رجيم,diet,noun,,388635,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2702,حساسي,sensitive,noun,ح س س,388046,10,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2703,مستهلك,consumer,noun,ه ل ك,388016,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2704,أوان,time; moment,noun,,387775,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2705,صيفي,summer; estival,adj,,387751,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2706,متجدد,modernized; renewed; revived,noun,ج د د,387137,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2707,مغادرة,departure,noun,غ د ر,386981,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2708,مجهول,unknown; unidentified,adj,ج ه ل,386936,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2709,إفراج,release; liberation,noun,ف ر ج,386784,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2710,تفاوض,negotiation; consultation,noun,,385428,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2711,طلع,appear; rise,verb,ط ل ع,385373,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2712,ري,irrigation,noun,,385261,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2713,عصابة,gang; band,noun,ع ص ب,384901,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2714,شبابي,youthful; juvenile,adj,ش ب ب,384713,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2715,يسار,left,noun,,384669,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2716,مدرس,instructor; teacher,noun,د ر س,384502,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2717,تشكيلي,visual,adj,ش ك ل,384240,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2718,سائر,remaining,adj,,384114,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2719,تأييد,support; approval; assistance,noun,,384017,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2720,حماة,protectors; patrons,noun,,383857,14,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2721,متواصل,continuous; unceasing; connected,adj,,383772,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2722,مزية,feature; advantage,noun,,383448,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2723,طيبة,good nature; goodness,noun,,382998,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2724,جار,neighbor,noun,,382987,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2725,توسع,expansion,noun,,382000,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2726,نوى,intend; consider,verb,,381949,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2727,تبنى,adopt,verb,,381676,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2728,جرام,gram,noun,,381594,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2729,أسر,capture; captivity,noun,,381511,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2730,مناخ,climate; atmosphere,noun,,381331,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2731,إنكليزي,English,adj,,380574,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2732,قرص,disk; tablet,noun,ق ر ص,380354,18,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2733,حائل,obstacle; partition,noun,,380315,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2734,ودع,let; allow,verb,,379690,8,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2735,طائر,flying; bird; airborne,noun,,379618,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2736,نافذة,window,noun,ن ف ذ,379185,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2737,قيادي,leader; commander,noun,,378939,7,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2738,زهور,flowers,noun,ز ه ر,378885,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2739,جواز,permit; authorization,noun,,378765,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2740,تقليل,decrease; diminution; reduction,noun,ق ل ل,378544,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2741,فم,mouth,noun,ف م م,378438,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2742,درى,know; be aware of; notice,verb,,378021,1,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2743,إعمار,building; construction,noun,ع م ر,377975,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2744,عملاق,gigantic; huge; super,adj,ع م ل ق,377684,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2745,رعب,fright; terror,noun,ر ع ب,377045,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2746,فطر,mushrooms; fungi,noun,ف ط ر,376946,24,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2747,عاطفي,emotional; affectionate,adj,ع ط ف,376824,16,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2748,وعاء,container; receptacle; vessel,noun,,376547,4,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2749,هادف,committed; goal-oriented,adj,ه د ف,376405,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2750,خريج,graduate,noun,خ ر ج,376400,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2751,توضيح,explanation; clarification,noun,,375847,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2752,لفظ,word; term; expression,noun,ل ف ظ,375652,11,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2753,مبحث,research; investigation,noun,ب ح ث,375534,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2754,نثر,prose,noun,ن ث ر,375307,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2755,جهوي,provincial; regional,adj,,375219,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2756,قالب,form; model; mold,noun,ق ل ب,373730,12,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
2757,جدير,worthy; appropriate,noun,ج د ر,373517,6,CAMeL MSA frequency lists + CALIMA-MSA MLE lexical ranking; exact CALIMA stem semantics
