rank,front,meaning,pos,root,frequency,calima_raw_meaning,kaikki_meaning,semantic_basis,source
2798,شارب,drinker,noun,ش ر ب,210456,drinker,drinker; drinking; moustache,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2799,عارض,exhibitor,noun,ع ر ض,209979,exhibitor;showing;offering,calamity; obstacle; exhibitor,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2800,ملون,colored,adj,,209773,colored;multicolored;kaleidoscopic,"colorful, colored/coloured",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2801,أجمع,entire; whole,noun,ج م ع,209208,entire;whole,"entire, whole, all; to unanimously agree; elative degree of جَامِع (jāmiʕ)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2802,بنفسجي,violet,adj,,208818,violet,"violet (color), purple",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2803,موثوق,trusted; reliable,adj,,208628,trusted;reliable,"authentic; reliable, trustworthy, trusted; passive participle of وَثِقَ (waṯiqa)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2804,معيشة,livelihood,noun,,207977,livelihood,"way of living; living, subsistence, livelihood; verbal noun of عَاشَ (ʕāša) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2805,ذراع,arm,noun,ذ ر ع,207928,arm,"the limb of any animal, an arm or leg; the portion of the upper appendage from the shoulder to wrist, the arm; the portion of the upper appendage from the elbow to the wrist, the lower arm, the forearm",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2806,إقناع,persuasion; convincing,noun,ق ن ع,207507,persuasion;convincing,"convincing, persuasion; verbal noun of أَقْنَعَ (ʔaqnaʕa) (form IV)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2807,ألد,implacable; mortal,noun,ل د د,207499,implacable;mortal,"implacable, mortal (enemy)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2808,كرر,repeat; reiterate,verb,ك ر ر,207243,repeat;reiterate,"to put back in its place; to repeat, reiterate, redo; to make clean, pure, to purify",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2809,جلدي,dermal,adj,ج ل د,207098,dermal;cutaneous,dermal; leather (made of leather),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2810,منفصل,separate,adj,ف ص ل,206994,separate;detached,"weaned; disjunctive; separate, separated",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2811,جوهر,jewel,noun,ج ه ر,206830,jewel;gem,soul; marrow; jewel(s),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2812,شيخوخة,old age,noun,,206591,old age;seniority,"old age, senility; senescence; verbal noun of شَاخَ (šāḵa) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2813,ناشئ,arising; resulting,adj,,206519,growing;arising;resulting,"novice, noob; unskilled, novice; resulting, arising",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2814,خيانة,treason; betrayal,noun,,206253,treason;betrayal,"treason; deception, fooling; breach of faith, betrayal",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2815,ركل,kick,noun,ر ك ل,205464,kick;shot,kicking; to kick,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2816,مشوار,course,noun,,205199,course;trajectory,"process, course, cycle, stroke; errand, a promenade, walk or ride; state, form, frame, shape, inner or outer condition",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2817,ورقي,paper,adj,,205120,paper,relating to paper; relating to leaves,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2818,فارغ,empty,adj,ف ر غ,204996,empty;not busy;void,"empty; inane, vacuous, useless; active participle of فَرَغَ or فَرِغَ (faraḡa or fariḡa)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2819,حوزة,possession,noun,,204796,possession;territory,"possession (all meanings); sphere, field, range, catchment; ellipsis of حَوْزَة عِلْمِيَّة (ḥawza ʕilmiyya, “Hawza (seminary for clerics)”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2820,سرعان,how quickly,noun,س ر ع,204411,how quickly;it was not long before,How quickly! in a short time,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2821,عمد,baptize,verb,ع م د,204156,baptize,"premeditation, intent; to prop up, to support; to baptize, to christen",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2822,تجسس,espionage,noun,ج س س,204005,espionage;spying,"espionage; to scrutinize, to examine; to spy upon, to snoop, to scout",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2823,صمود,steadfastness,noun,ص م د,203979,steadfastness;determination,"sumud; steadfastness, firmness, resistance; verbal noun of صَمَدَ (ṣamada) (form I)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2824,متفق,in agreement,adj,,203765,in agreement,agreed (on); agreeing (with someone); passive participle of اِتَّفَقَ (ittafaqa),exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2825,وداع,farewell,noun,,202839,departure;farewell,farewell,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2826,مستوطن,settler,noun,,202781,settler,endemic; settler; deep-rooted,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2827,فارسي,Persian,adj,ف ر س,202765,Persian,Persian,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2828,أسهل,easier; easiest,noun,س ه ل,202709,easier;easiest,easier; easiest; smoother; smoothest; elative degree of سَهْل (sahl):,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2829,تدقيق,verification,noun,د ق ق,202492,accuracy;precision;verification;checking,"careful consideration; verification, scrutiny; verbal noun of دَقَّقَ (daqqaqa) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2830,تكتل,bloc,noun,ك ت ل,202230,bloc,"to clump up; to form a bloc, to combine; verbal noun of تَكَتَّلَ (takattala) (form V)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2831,لائق,appropriate,adj,,202084,suitable;appropriate,"fit, proper, appropriate",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2832,غموض,obscurity,noun,غ م ض,202061,vagueness;obscurity;lack of clarity,"mystery, enigma; obscurity, difficulty; uncertainty, ambiguity",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2833,نحل,bees,noun,ن ح ل,201201,bees,"bees, bee; to make a donation, to make a gift; to ascribe, to attribute, to impute",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2834,أضاء,shine; illuminate,verb,,200733,shine;illuminate,"to cast light; to illuminate; to shine, to gleam",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2835,معاون,helper,noun,,200436,helper;supporter,"helper, aide, assistant",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2836,إسناد,ascription,noun,س ن د,200401,ascription;bestowal,"commissioning; ascription, attribution; verbal noun of أَسْنَدَ (ʔasnada) (form IV)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2837,موزع,distributed,adj,,200135,distributed;scattered,distributed; distributor; who distributes,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2838,بؤرة,focus,noun,,200043,center;focus,"focus, hotbed, epicentre",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2839,بولندي,Polish,noun,,199574,Polish,Pole; Polish,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2840,ترجم,translate; interpret,verb,ت ر ج م,199538,translate;interpret,to interpret; to translate; to give biographical information on,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2841,عبرة,lesson,noun,ع ب ر,199234,admonition;lesson,"example, lesson, warning; a tear before it overflows, a sobbing, the first sign of weeping",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2842,محصول,yield; crop,noun,ح ص ل,199116,yield;result;crop,"yield; production; crop, harvest",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2843,بيانو,piano,noun,,198675,piano,piano,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2844,أوقع,bring about,verb,,198351,inflict;bring about,"to tune; to throw into danger or calamity; to cause to fall, to make fall, to bring to fall",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2845,عصير,juice,noun,ع ص ر,198305,juice;extract,juice,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2846,تصاعد,increase,noun,ص ع د,198099,growth;increase;escalation,"to become or be difficult, distressing, troublesome, to afflict; to rise, lift, ascend, go up gradually, climb, increase, grow, mount",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2847,مارد,insurgent; rebel,noun,م ر د,198015,insurgent;rebel,"giant; rebel, insurgent, mutineer; demon, devil, fiend, evil spirit",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2848,خارطة,map,noun,خ ر ط,197852,map;chart,"synonym of خَرِيطَة (ḵarīṭa, “map”)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2849,بوب,pop,noun,,197435,pop,"pop music; to put a door; to put into categories, to classify",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2850,تيسير,facilitation,noun,,197281,facilitation,"facilitation, easing; a unisex given name, Taysir; verbal noun of يَسَّرَ (yassara) (form II)",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2851,مطبوع,printed,adj,ط ب ع,196825,printed,"sealed; imprinted, stamped; printed, typewritten",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2852,رسم,trace,verb,ر س م,196617,trace;sketch,"trace, spoor; tradition, custom; rate, levy, imposition",exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
2853,سمنة,obesity,noun,س م ن,196584,fat;obesity,quail; obesity,exact CALIMA sense fragment + Kaikki agreement,CAMeL MSA frequency ranking; exact CALIMA morphology; Kaikki/Wiktextract independent semantics
