rank,front,lemma_undiac,pos,root,english_gloss,frequency,surface_types,top_surfaces
8868,سَنْط,سنط,noun,س ن ط,sant (acacia);gum arabic,18280,1,سنط:18280
8869,تَشْتِيت,تشتيت,noun,ش ت ت,dispersion;scattering;disruption+[def.gen.],18273,1,تشتيت:18273
8870,أَدْوَر,أدور,noun,,more;most circulated+two,18273,1,ادورا:18273
8871,أَدْمَى,أدمى,verb,,for + me (to)+make bleed,18269,1,لآدم:18269
8872,تَفْتِيشِيّ,تفتيشي,adj,ف ت ش,the+search;inspection;patrol+[fem.sg.],18265,1,التفتيشية:18265
8873,يُوغُوسْلافِيّ,يوغوسلافي,adj,,the+Yugoslavian+[def.gen.],18265,1,اليوغوسلافي:18265
8874,نَشِيط,نشيط,adj,ن ش ط,active;energetic+[indef.gen.],18265,1,نشيط:18265
8875,مَكَث,مكث,verb,م ك ث,remain;reside+he;it <verb>,18252,1,مكث:18252
8876,زَحَل,زحل,verb,ز ح ل,withdraw;retire+he;it <verb>,18245,1,زحل:18245
8877,بابُونَج,بابونج,noun,,the+chamomile,18239,1,البابونج:18239
8878,مَرُؤ,مرؤ,verb,,I+be manly;be healthy,18234,1,امرؤ:18234
8879,مَوْقِد,موقد,noun,,fireplace;stove,18233,1,موقد:18233
8880,تَعْجِيل,تعجيل,noun,ع ج ل,the+expediting+[def.nom.],18226,1,التعجيل:18226
8881,مَعَرَّة,معرة,noun,ع ر ر,scabies;shame;disgrace+[fem.sg.],18217,1,معرة:18217
8882,قَيَّم,قيم,verb,,evaluate;assess;rate+it;they;she <verb>,18216,1,قيمت:18216
8883,مُتَّزِن,متزن,adj,,balanced;harmonious,18214,1,متزن:18214
8884,عَوارِض,عوارض,noun,ع ر ض,symptoms,18212,1,عوارض:18212
8885,فَوْضَوِيّ,فوضوي,adj,,the+anarchist+[fem.sg.],18201,1,الفوضوية:18201
8886,تَثْمِين,تثمين,noun,ث م ن,appraisal;rating,18200,1,تثمين:18200
8887,مُكْتَفِي,مكتفي,noun,,contented;satisfied+two,18193,1,مكتفيا:18193
8888,إِيجاز,إيجاز,noun,,the+shortness;brevity,18193,1,الإيجاز:18193
8889,رَبّاع,رباع,noun,ر ب ع,athlete,18169,1,رباع:18169
8890,هَلُمَّ,هلم,verb,ه ل م,while+come on!,18159,1,وهلم:18159
8891,تَناقَص,تناقص,verb,ن ق ص,decrease gradually+he;it <verb>,18157,1,تناقص:18157
8892,غَوْر,غور,noun,,the+depressions;declivities;caves,18129,1,الأغوار:18129
8893,بَصِيص,بصيص,noun,ب ص ص,glow;radiance+[def.nom.],18112,1,بصيص:18112
8894,ضُرُوب,ضروب,noun,ض ر ب,types;sorts;varieties+[def.gen.],18112,1,ضروب:18112
8895,لَعِين,لعين,adj,ل ع ن,the+cursed;damned;detested+[def.nom.],18109,1,اللعين:18109
8896,عَبْل,عبل,noun,ع ب ل,plump;chubby+its;his,18108,1,عبلة:18108
8897,عَصّارَة,عصارة,noun,ع ص ر,press;wringer+[fem.sg.],18108,1,عصارة:18108
8898,كاحِل,كاحل,noun,ك ح ل,the+ankle bone,18106,1,الكاحل:18106
8899,نافَى,نافى,verb,,he;it+be contradicted,18097,1,ينافي:18097
8900,ناصِيَة,ناصية,noun,,corner;affairs;situation+[fem.sg.],18066,1,ناصية:18066
8901,سالِك,سالك,adj,س ل ك,the+passable;unobstructed,18062,1,السالك:18062
8902,مَشْؤُوم,مشؤوم,adj,,the+inauspicious;accursed,18053,1,المشؤوم:18053
8903,وَبِر,وبر,verb,,I+be hirsute,18053,1,أوبر:18053
8904,دُجَى,دجى,noun,,gloom;darkness,18052,1,دجي:18052
8905,تَعْبِيد,تعبيد,noun,ع ب د,asphalting;enslavement+[def.nom.],18051,1,تعبيد:18051
8906,فَلْق,فلق,noun,ف ل ق,the+cracking;splitting;dawn,18047,1,الفلق:18047
8907,شاك,شاك,verb,,sting;prick+they (both) <verb>,18047,1,شاكا:18047
8908,ضِفَّة,ضفة,noun,ض ف ف,bank;shore+two,18042,1,ضفتي:18042
8909,وافِي,وافي,noun,,sufficient;abundant+[fem.sg.],18022,1,وافية:18022
8910,أَفْنَى,أفنى,verb,,he;it+annihilate;destroy;exterminate+it;him,18013,1,يفنيه:18013
8911,عاق,عاق,verb,,he;it+hinder;impede,18006,1,يعوق:18006
8912,نِسْوان,نسوان,noun,,women,18001,1,نسوان:18001
8913,عاجِيّ,عاجي,adj,,the+ivory+[def.nom.],17994,1,العاجي:17994
8914,مُطِيع,مطيع,adj,,obedient;disciplined,17992,1,مطيع:17992
8915,أَبْرَشِيّ,أبرشي,noun,ب ر ش,diocese;bishopric+[fem.sg.],17971,1,أبرشية:17971
8916,مُخْطِئ,مخطئ,adj,,mistaken;at fault+two,17963,1,مخطئا:17963
8917,شِلْو,شلو,noun,,limbs;corpses+[def.nom.],17949,1,أشلاء:17949
8918,لَزِب,لزب,verb,ل ز ب,I+stick together,17946,1,الزب:17946
8919,قاف,قاف,noun,,the+qaf (Arabic letter),17939,1,القاف:17939
8920,مُتَرابِط,مترابط,adj,ر ب ط,closely tied together;closely related+its;his,17916,1,مترابطة:17916
8921,فُوهَة,فوهة,noun,,mouth;aperture+[fem.sg.],17912,1,فوهة:17912
8922,خُوذَة,خوذة,noun,,the+helmets,17910,1,الخوذ:17910
8923,قاتِم,قاتم,adj,ق ت م,black;dark+[fem.sg.],17909,1,قاتمة:17909
8924,أَزْوَر,أزور,noun,,the+crooked;oblique,17907,1,الزوراء:17907
8925,قَنْب,قنب,noun,ق ن ب,the+calyx,17899,1,القنب:17899
8926,جائِل,جائل,adj,,the+itinerant;ambulating+two,17897,1,الجائلين:17897
8927,عَثْرَة,عثرة,noun,ع ث ر,stumble;lapse;slip+[fem.sg.],17892,1,عثرة:17892
8928,نَضارَة,نضارة,noun,ن ض ر,bloom;vigor+[fem.sg.],17892,1,نضارة:17892
8929,كَرار,كرار,noun,ك ر ر,pantry;cellar,17888,1,كرار:17888
8930,أَقْنِعَة,أقنعة,noun,ق ن ع,the+veils;masks+[fem.sg.],17865,1,الأقنعة:17865
8931,كَرْكَر,كركر,verb,ك ر ك ر,rumble;gurgle;guffaw+he;it <verb>,17863,1,كركر:17863
8932,تَرَبُّص,تربص,noun,ر ب ص,the+probationary term;training course,17861,1,التربص:17861
8933,مَنْقُوص,منقوص,adj,ن ق ص,reduced;deficient;insufficient+its;his,17857,1,منقوصة:17857
8934,مُمِيت,مميت,adj,,the+fatal;lethal;mortal+[fem.sg.],17840,1,المميتة:17840
8935,خَزّاف,خزاف,noun,خ ز ف,the+potter;chinaware dealer+two,17840,1,الخزافين:17840
8936,تَبايَن,تباين,verb,,differ;vary+it;they;she <verb>,17838,1,تباينت:17838
8937,خال,خال,verb,,imagine;suppose;regard+he;it <verb> it;him,17836,1,خاله:17836
8938,مَأْتَم,مأتم,noun,,funerals,17835,1,مأتم:17835
8939,حِيادِيَّة,حيادية,noun,,neutrality+[fem.sg.],17826,1,حيادية:17826
8940,مُتَجانِس,متجانس,noun,ج ن س,homogeneous;related+its;his,17822,1,متجانسة:17822
8941,بَرِيَّة,برية,noun,,creation;creatures,17806,1,برايا:17806
8942,بَهْو,بهو,noun,,parlor;lobby+[def.nom.],17803,1,بهو:17803
8943,سافِر,سافر,adj,س ف ر,the+manifest;open+[def.gen.],17784,1,السافر:17784
8944,شِيشَة,شيشة,noun,,the+hookah;sheesha+[fem.sg.],17782,1,الشيشة:17782
8945,مَزْهَر,مزهر,noun,ز ه ر,tambourine,17779,1,مزهر:17779
8946,إِكْساب,إكساب,noun,ك س ب,while+imparting to;allowing to gain,17779,1,وإكساب:17779
8947,مَسّاح,مساح,noun,م س ح,and+land surveyor+its;their;her,17772,1,ومساحتها:17772
8948,خَرْدَل,خردل,noun,خ ر د ل,the+mustard,17768,1,الخردل:17768
8949,مِعَوِيّ,معوي,adj,,the+intestinal;enteric+[fem.sg.],17766,1,المعوية:17766
8950,مَمْلُوء,مملوء,adj,,full;loaded+its;his,17765,1,مملوءة:17765
8951,تَطْوِيق,تطويق,noun,,encirclement;surrounding+[def.gen.],17765,1,تطويق:17765
8952,آنام,آنام,noun,,the+humankind;mankind,17763,1,الأنام:17763
8953,نَحَر,نحر,verb,ن ح ر,slit the throat;slaughter+he;it <verb>,17746,1,نحر:17746
8954,فَكّ,فك,verb,ف ك ك,he;it+separate;dismantle;detach;disengage,17744,1,يفك:17744
8955,تَرِكَة,تركة,noun,ت ر ك,the+legacy+[fem.sg.],17741,1,التركة:17741
8956,مَضْبُوط,مضبوط,adj,ض ب ط,the+accurate;precise+[fem.sg.],17739,1,المضبوطة:17739
8957,مِزاجِيّ,مزاجي,adj,م ز ج,the+mood;state of mind+[fem.sg.],17721,1,المزاجية:17721
8958,تَحَوُّط,تحوط,noun,,the+precaution;attention,17709,1,التحوط:17709
8959,تَثَبُّت,تثبت,noun,ث ب ت,the+ascertainment;verification+[def.gen.],17705,1,التثبت:17705
8960,مُطاوِع,مطاوع,adj,,obedient;compliant,17704,1,مطاوع:17704
8961,رائِج,رائج,adj,,the+circulating;widespread+[fem.sg.],17698,1,الرائجة:17698
8962,جَلَف,جلف,verb,ج ل ف,scratch;scrape;graze+he;it <verb>,17696,1,جلف:17696
8963,آنِسَة,آنسة,noun,,the+lady;Miss+[fem.sg.],17688,1,الآنسة:17688
8964,مَخْبُوزات,مخبوزات,noun,خ ب ز,[part.] + the+bakery goods+[fem.pl.],17686,1,والمخبوزات:17686
8965,شَقاء,شقاء,noun,,the+suffering;distress;effort,17684,1,الشقاء:17684
8966,حَمَوِيّ,حموي,adj,,the+from;of Hama,17683,1,الحموي:17683
8967,لَفّ,لف,noun,ل ف ف,winding;wrapping;turning+my,17681,1,لفي:17681
8968,ضاغِط,ضاغط,noun,ض غ ط,the+compressor;pressuring+[fem.sg.],17672,1,الضاغطة:17672
8969,نِيّ,ني,adj,,raw;uncooked+your two,17670,1,نياك:17670
8970,وَطِئ,وطئ,verb,,tread on;step on;trample underfoot+they [fem.pl.] <verb>,17670,1,وطان:17670
8971,كُورِيّ,كوري,noun,,the+Korean+[masc.pl.],17661,1,الكوريين:17661
8972,وَثَر,وثر,verb,,would have+make soft;make smooth+he;it <verb>,17656,1,لوثر:17656
8973,نَثْرِيّ,نثري,adj,ن ث ر,the+prose;petty;insignificant+[fem.sg.],17648,1,النثرية:17648
8974,آن,آن,verb,,and;so+arrive;approach+they (both) <verb>,17647,1,فانتا:17647
8975,لام,لام,verb,,blame;censure+they (both) <verb>,17646,1,لاما:17646
8976,قَيَّد,قيد,verb,,he;it+bind;restrict;stipulate,17641,1,يقيد:17641
8977,تَلْوِيح,تلويح,noun,,the+waving;signaling+[def.acc.],17640,1,التلويح:17640
8978,غَباء,غباء,noun,,the+ignorance;stupidity,17633,1,الغباء:17633
8979,تَمْتِين,تمتين,noun,م ت ن,strengthening;consolidation+[def.nom.],17631,1,تمتين:17631
8980,تَعارُض,تعارض,noun,ع ر ض,the+conflict;clash,17629,1,التعارض:17629
8981,نَفْخ,نفخ,noun,ن ف خ,the+inflation;blowing into,17629,1,النفخ:17629
8982,رَهْبانِيَّة,رهبانية,noun,ر ه ب,the+monasticism;monastic order+[fem.sg.],17628,1,الرهبانية:17628
8983,فُضْلَى,فضلى,noun,ف ض ل,the+esteemed;optimum,17627,1,الفضلي:17627
8984,مُقَصِّر,مقصر,noun,ق ص ر,the+negligent+[masc.pl.],17614,1,المقصرين:17614
8985,خُدَيْوِيّ,خديوي,adj,,the+khedive,17611,1,الخديوي:17611
8986,ذَلِيل,ذليل,adj,ذ ل ل,despised;submissive+two,17607,1,ذليلا:17607
8987,مُنْتَمِي,منتمي,adj,,the+belonging;affiliated;committed,17606,1,المنتمي:17606
8988,غامَر,غامر,verb,غ م ر,venture;risk;gamble+he;it <verb> it;him,17602,1,غامرة:17602
8989,إِجْبارِيّ,إجباري,adj,ج ب ر,the+compulsory;obligatory+[def.gen.],17601,1,الإجباري:17601
8990,قات,قات,noun,,the+qat (stimulant),17601,1,القات:17601
8991,مَجّ,مج,noun,م ج ج,emission;discharge;rejection,17597,1,مج:17597
8992,سَفْرَة,سفرة,noun,س ف ر,the+journey;travel+[fem.sg.],17596,1,السفرة:17596
8993,بَذِيء,بذيء,noun,,the+disgusting;obscene+[fem.sg.],17592,1,البذيئة:17592
8994,تَوَسُّط,توسط,noun,,the+mediation,17591,1,التوسط:17591
8995,غاصِب,غاصب,noun,غ ص ب,the+usurper;plunderer+[def.gen.],17588,1,الغاصب:17588
8996,تَعافَى,تعافى,verb,,recover;recuperate+he;it <verb>,17586,1,تعافي:17586
8997,كُوشَة,كوشة,noun,,the+kilns,17583,1,إلكوش:17583
8998,إِغْراق,إغراق,noun,غ ر ق,drowning;sinking+[def.gen.],17578,1,إغراق:17578
8999,طاعِن,طاعن,noun,ط ع ن,the+advanced,17577,1,الطاعن:17577
9000,مَقْبُوض,مقبوض,adj,ق ب ض,the+clenched,17576,1,المقبوض:17576
9001,نَقَض,نقض,verb,ن ق ض,he;it+destroy;violate;rescind,17571,1,ينقض:17571
9002,رَصافَة,رصافة,noun,ر ص ف,the+firmness;compactness+[fem.sg.],17565,1,الرصافة:17565
9003,وَهِي,وهي,verb,,will + he;it+be frail;be fragile,17565,1,سيوة:17565
9004,طَرْبُوش,طربوش,noun,ط ر ب ش,the+tarboush;fez,17560,1,الطربوش:17560
9005,عَتْب,عتب,noun,ع ت ب,reprimand;censure;criticism+[indef.nom.],17558,1,عتب:17558
9006,صَبَر,صبر,verb,ص ب ر,he;it+be patient;endure,17557,1,يصبر:17557
9007,طاش,طاش,verb,,be frivolous;miss the mark+he;it <verb>,17552,1,طاش:17552
9008,وَتَد,وتد,noun,,stakes;pegs;sticks,17545,1,أوتاد:17545
9009,رَمّاح,رماح,noun,ر م ح,lancer;uhlan,17539,1,رماح:17539
9010,شُمُول,شمول,noun,ش م ل,comprising;inclusion;containing,17537,1,شمول:17537
9011,ثَنَى,ثنى,verb,,fold;double+he;it <verb>,17527,1,ثني:17527
9012,مُشاطَرَة,مشاطرة,noun,ش ط ر,participation;sharing+[fem.sg.],17505,1,مشاطرة:17505
9013,مَخْبَأ,مخبأ,noun,,hide-out;shelter+[def.gen.],17496,1,مخبأ:17496
9014,تَحْجِيم,تحجيم,noun,ح ج م,controlling;curbing,17494,1,تحجيم:17494
9015,مُلْتَهِب,ملتهب,adj,ل ه ب,the+burning;ablaze;inflamed+[fem.sg.],17490,1,الملتهبة:17490
9016,مِصْراع,مصراع,noun,ص ر ع,hemistich;door panel+his;its two,17488,1,مصراعيه:17488
9017,أَمَسّ,أمس,adj,م س س,by;with+urgent+[def.gen.],17488,1,بأمس:17488
9018,بَسْبُوسَة,بسبوسة,noun,ب س ب س,the+basbousah (semolina cake)+[fem.sg.],17484,1,البسبوسة:17484
9019,لُيُونَة,ليونة,noun,,flexibility;tractability;tenderness+[fem.sg.],17482,1,ليونة:17482
9020,جَوِي,جوي,verb,,and;so + he;it+be stricken;be overcome,17476,1,فيجو:17476
9021,طَواعِيَّة,طواعية,noun,,voluntariness+[fem.sg.],17475,1,طواعية:17475
9022,ناب,ناب,verb,,he;it+represent;substitute,17469,1,ينوب:17469
9023,رادِع,رادع,adj,ر د ع,deterring;repelling+[fem.sg.],17466,1,رادعة:17466
9024,تَبادَل,تبادل,verb,ب د ل,exchange+they (both) <verb>,17449,1,تبادلا:17449
9025,كَسا,كسا,verb,,clothe;attire+they <verb> it;him,17437,1,كسوة:17437
9026,لَبَط,لبط,verb,ل ب ط,I+throw down,17424,1,البط:17424
9027,صُومالِيّ,صومالي,noun,ص م ل,the+Somali+[masc.pl.],17419,1,الصوماليين:17419
9028,رِضاء,رضاء,noun,,satisfaction;acceptance,17414,1,رضاء:17414
9029,نَقْمَة,نقمة,noun,ن ق م,revenge;malice+[fem.sg.],17410,1,نقمة:17410
9030,تَفاوُضِيّ,تفاوضي,adj,,the+negotiation-related;consultation-related+[fem.sg.],17407,1,التفاوضية:17407
9031,مُحِقّ,محق,adj,ح ق ق,justified;in the right+[fem.sg.],17405,1,محقة:17405
9032,قَعَد,قعد,verb,ق ع د,sit down;be seated;remain+he;it <verb> it;him,17395,1,قعدة:17395
9033,تَجْنِيب,تجنيب,noun,ج ن ب,helping avoid;shielding from+[def.gen.],17393,1,تجنيب:17393
9034,رَقَص,رقص,verb,ر ق ص,it;they;she+dance,17371,1,ترقص:17371
9035,مُهَمَّش,مهمش,adj,ه م ش,the+annotated+[fem.sg.],17370,1,المهمشة:17370
9036,أُنْثَوِيّ,أنثوي,adj,,the+feminine+[fem.sg.],17366,1,الأنثوية:17366
9037,بُرْكانِيّ,بركاني,adj,ب ر ك,the+volcanic+[fem.sg.],17366,1,البركانية:17366
9038,فُرْشاة,فرشاة,noun,ف ر ش,the+brush+[fem.sg.],17365,1,الفرشاة:17365
9039,تَضْرِيس,تضريس,noun,ض ر س,the+topography;surface features,17363,1,التضاريس:17363
9040,هَمَجِيّ,همجي,adj,ه م ج,the+rude;uncivilized;barbaric,17359,1,الهمجي:17359
9041,قاسِم,قاسم,noun,ق س م,denominator;distributor+my,17359,1,قاسمي:17359
9042,رَفَد,رفد,verb,ر ف د,support;uphold+he;it <verb>,17357,1,رفد:17357
9043,إِطْعام,إطعام,noun,ط ع م,feeding,17350,1,إطعام:17350
9044,بَكارَة,بكارة,noun,ب ك ر,the+virginity+[fem.sg.],17347,1,البكارة:17347
9045,وَبال,وبال,noun,,by;with+unhealthiness;evil consequences,17332,1,بوبال:17332
9046,مُتَأَهِّل,متأهل,noun,,the+qualified;married+[masc.pl.],17317,1,المتأهلين:17317
9047,مِحْراب,محراب,noun,ح ر ب,the+mihrab (prayer niche);sanctum,17314,1,المحراب:17314
9048,حَتّ,حت,verb,ح ت ت,rub off;scrape off;corrode+they (both) <verb>,17313,1,حتا:17313
9049,مُتَباعِد,متباعد,noun,ب ع د,separate;infrequent+[fem.sg.],17311,1,متباعدة:17311
9050,وَعِيد,وعيد,noun,,and + the+threat;promise+[def.acc.],17309,1,والوعيد:17309
9051,مُخَوَّل,مخول,noun,,the+authorized+[fem.sg.],17290,1,المخولة:17290
9052,شَرارَة,شرارة,noun,ش ر ر,the+spark+[fem.sg.],17285,1,الشرارة:17285
9053,مُتَزامِن,متزامن,adj,ز م ن,simultaneous;coincidental+[fem.sg.],17283,1,متزامنة:17283
9054,طارِف,طارف,noun,ط ر ف,the+newly acquired,17260,1,الطارف:17260
9055,فال,فال,verb,,will + he;it+be erroneous,17258,1,سيفيل:17258
9056,فَسَح,فسح,verb,ف س ح,he;it+make room;clear a space,17254,1,يفسح:17254
9057,مَرْوِيّ,مروي,adj,,the+from;of Merv+[fem.sg.],17248,1,المروية:17248
9058,غَرْباً,غربا,adv,غ ر ب,while+westward;in the West+[acc.indef.],17243,1,وغربا:17243
9059,مَسْحُوق,مسحوق,noun,س ح ق,powder;dust,17242,1,مساحيق:17242
9060,غَمّ,غم,noun,غ م م,affliction;distress,17229,1,غم:17229
9061,تَنَدَّم,تندم,verb,ن د م,repent;regret+he;it <verb>,17215,1,تندم:17215
9062,تَساهُل,تساهل,noun,س ه ل,the+indulgence;tolerance+[def.gen.],17210,1,التساهل:17210
9063,نادَم,نادم,verb,ن د م,while+drink with;carouse with+he;it <verb> it;him,17209,1,ونادمة:17209
9064,أَسْفَلْت,أسفلت,noun,,the+asphalt,17198,1,الأسفلت:17198
9065,مُنِيب,منيب,noun,,repentant,17197,1,منيب:17197
9066,رَسَن,رسن,noun,ر س ن,for;to+halters,17192,1,لارسن:17192
9067,مَحا,محا,verb,,you [fem.sg.]+wipe out;eradicate;exterminate+[fem.sg.],17185,1,تمحى:17185
