front,frequency,frequency_source,reason
اسپیشل,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اشرافیہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الرحیم,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
العالمین,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
الناس,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اڈیالہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایجنڈا,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایریا,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایکسچینج,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بناتی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تبلیغی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تدفین,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
توثیق,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تہہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جد,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جسکی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جلیل,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جھک,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حوصلے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ذہانت,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
راگ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روزی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رکوع,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زیدی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سائنسدانوں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سروسز,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سکرین,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیکھا,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ظالموں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فلاحی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فلیٹ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قبروں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مجاز,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
محدثین,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مدرسے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مزدوری,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معاہدوں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مقالہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مکرمہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
میلے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نظموں,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹویٹر,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پھوٹ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چلاتے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
چھوڑے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیسک,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیلی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کردیتے,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کنگز,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کونسی,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کےساتھ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گریٹ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گولہ,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہوتو,Zipf 4.19,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسٹیل,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اعضاء,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اہداف,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اینکر,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بخوبی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بڑوں,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بہر,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تحریکوں,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تری,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تفریق,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تنقیدی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ثنا,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جنگلی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جیمز,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حقدار,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خدشات,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سبحان,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سفیان,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سنبھالنے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
سیکھنے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
طبعی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
عمری,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
غذائی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فر,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قلت,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مثالی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
محکمے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مرکب,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مساوی,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مظاہر,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معاوضہ,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
معاونت,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مہنگے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ناقص,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹریننگ,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پودوں,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پھیلے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پہنا,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈیپارٹمنٹ,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کردیتا,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کیمرے,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گاہوں,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گرمیوں,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یارک,Zipf 4.18,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آمدید,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ادویات,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسکرین,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اسکینڈل,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انکشافات,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایشو,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بزدار,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بچاؤ,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بہاؤ,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
تھر,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
جاہلیت,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
حادثات,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خاصا,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خریدا,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دسویں,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دماغی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دھوکا,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
زائرین,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شافعی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
شخصی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
طاری,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
طواف,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
غیب,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
فلسفے,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
قذافی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مدار,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مصلحت,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ملحقہ,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
منتشر,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
مودودی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نکلنا,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نہرو,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
نیٹو,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
وڈیو,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ٹرانسپورٹ,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پروٹوکول,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پوائنٹس,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیس,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیشی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
پیکج,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ڈھونڈ,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کردیے,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
کیمپس,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
گزری,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ہےاور,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یمنی,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
یکجا,Zipf 4.17,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
آمیز,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
افسانوں,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اقدس,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
انڈر,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
اٹھتا,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ایٹم,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بادشاہی,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بریک,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
بہانہ,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ترویج,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
خ,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
داس,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
دہشتگرد,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
رضوان,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روٹ,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
روکے,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
ریس,Zipf 4.16,wordfreq Urdu multi-corpus ranking (supplemental),no_two_source_semantic_agreement
