frequency,frequency_source,front,reason
309,CLE Urdu top-5000 frequency list,خامیوں,no_direct_mapping_and_not_indowordnet_lemma
309,CLE Urdu top-5000 frequency list,لیٹ,no_direct_mapping_and_not_indowordnet_lemma
309,CLE Urdu top-5000 frequency list,نجف,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,انسٹیٹیوٹ,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,پکڑا,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,تقلیل,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,ذہنوں,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,ماجد,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,محب,no_direct_mapping_and_not_indowordnet_lemma
308,CLE Urdu top-5000 frequency list,ٹکرا,no_direct_mapping_and_not_indowordnet_lemma
307,CLE Urdu top-5000 frequency list,پاتی,fallback_no_two_source_semantic_agreement
307,CLE Urdu top-5000 frequency list,سیدہا,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,ذیشان,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,راغب,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,شناختی,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,عشرے,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,عمارات,no_direct_mapping_and_not_indowordnet_lemma
306,CLE Urdu top-5000 frequency list,گزرتے,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,اترنے,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,دکانیں,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,دہرتی,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,غوری,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,فاتحہ,no_direct_mapping_and_not_indowordnet_lemma
305,CLE Urdu top-5000 frequency list,وفود,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,افسانے,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,اکائیاں,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,ثاقب,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,ضیاع,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,مزے,no_direct_mapping_and_not_indowordnet_lemma
304,CLE Urdu top-5000 frequency list,ٹانگوں,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,تحائف,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,تنصیبات,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,دہوکہ,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,عاطف,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,لوڈ,no_direct_mapping_and_not_indowordnet_lemma
303,CLE Urdu top-5000 frequency list,مارکیٹنگ,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,جرات,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,جوڑے,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,دیہاتوں,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,زدہ,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,کیمیکل,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,نعتیہ,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,وقوع,no_direct_mapping_and_not_indowordnet_lemma
302,CLE Urdu top-5000 frequency list,ڈہانچے,no_direct_mapping_and_not_indowordnet_lemma
301,CLE Urdu top-5000 frequency list,بارڈر,no_direct_mapping_and_not_indowordnet_lemma
301,CLE Urdu top-5000 frequency list,تہل,no_direct_mapping_and_not_indowordnet_lemma
301,CLE Urdu top-5000 frequency list,شہناز,no_direct_mapping_and_not_indowordnet_lemma
301,CLE Urdu top-5000 frequency list,کما,no_direct_mapping_and_not_indowordnet_lemma
301,CLE Urdu top-5000 frequency list,مانی,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,براڈ,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,پہانسی,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,کمروں,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,لائف,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,لاشوں,no_direct_mapping_and_not_indowordnet_lemma
300,CLE Urdu top-5000 frequency list,ٹرکوں,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,بتاتا,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,بیٹوں,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,سنبہالنے,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,کینٹ,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,موٹے,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,نالیوں,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,ڈہانچہ,no_direct_mapping_and_not_indowordnet_lemma
299,CLE Urdu top-5000 frequency list,ہارنے,no_direct_mapping_and_not_indowordnet_lemma
298,CLE Urdu top-5000 frequency list,بستیاں,no_direct_mapping_and_not_indowordnet_lemma
298,CLE Urdu top-5000 frequency list,بٹہا,no_direct_mapping_and_not_indowordnet_lemma
298,CLE Urdu top-5000 frequency list,پیاری,no_direct_mapping_and_not_indowordnet_lemma
298,CLE Urdu top-5000 frequency list,مطالبے,no_direct_mapping_and_not_indowordnet_lemma
297,CLE Urdu top-5000 frequency list,دوائیں,no_direct_mapping_and_not_indowordnet_lemma
297,CLE Urdu top-5000 frequency list,سٹوڈنٹس,no_direct_mapping_and_not_indowordnet_lemma
297,CLE Urdu top-5000 frequency list,سیاحوں,no_direct_mapping_and_not_indowordnet_lemma
297,CLE Urdu top-5000 frequency list,مبذول,no_direct_mapping_and_not_indowordnet_lemma
297,CLE Urdu top-5000 frequency list,واک,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,بارشوں,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,بچتوں,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,درخواستیں,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,دشمنوں,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,رکعت,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,سوچتا,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,سٹائل,no_direct_mapping_and_not_indowordnet_lemma
296,CLE Urdu top-5000 frequency list,فرخ,no_direct_mapping_and_not_indowordnet_lemma
295,CLE Urdu top-5000 frequency list,پہٹ,no_direct_mapping_and_not_indowordnet_lemma
295,CLE Urdu top-5000 frequency list,چیپل,no_direct_mapping_and_not_indowordnet_lemma
295,CLE Urdu top-5000 frequency list,دہمکیاں,no_direct_mapping_and_not_indowordnet_lemma
295,CLE Urdu top-5000 frequency list,طاقتوں,no_direct_mapping_and_not_indowordnet_lemma
295,CLE Urdu top-5000 frequency list,میگ,no_direct_mapping_and_not_indowordnet_lemma
294,CLE Urdu top-5000 frequency list,اہداف,no_direct_mapping_and_not_indowordnet_lemma
294,CLE Urdu top-5000 frequency list,تحریریں,no_direct_mapping_and_not_indowordnet_lemma
294,CLE Urdu top-5000 frequency list,ڈراپ,no_direct_mapping_and_not_indowordnet_lemma
294,CLE Urdu top-5000 frequency list,ہدایتکار,no_direct_mapping_and_not_indowordnet_lemma
293,CLE Urdu top-5000 frequency list,دکہی,no_direct_mapping_and_not_indowordnet_lemma
293,CLE Urdu top-5000 frequency list,شرقیہ,no_direct_mapping_and_not_indowordnet_lemma
293,CLE Urdu top-5000 frequency list,کمپلیکس,no_direct_mapping_and_not_indowordnet_lemma
292,CLE Urdu top-5000 frequency list,پسماندگی,no_direct_mapping_and_not_indowordnet_lemma
292,CLE Urdu top-5000 frequency list,ثانیہ,no_direct_mapping_and_not_indowordnet_lemma
292,CLE Urdu top-5000 frequency list,جارحیت,no_direct_mapping_and_not_indowordnet_lemma
292,CLE Urdu top-5000 frequency list,راقم,no_direct_mapping_and_not_indowordnet_lemma
292,CLE Urdu top-5000 frequency list,مخاطب,fallback_no_two_source_semantic_agreement
292,CLE Urdu top-5000 frequency list,نسرین,no_direct_mapping_and_not_indowordnet_lemma
291,CLE Urdu top-5000 frequency list,بوٹیوں,no_direct_mapping_and_not_indowordnet_lemma
291,CLE Urdu top-5000 frequency list,ماؤں,no_direct_mapping_and_not_indowordnet_lemma
291,CLE Urdu top-5000 frequency list,مکینوں,no_direct_mapping_and_not_indowordnet_lemma
291,CLE Urdu top-5000 frequency list,موٹی,no_direct_mapping_and_not_indowordnet_lemma
291,CLE Urdu top-5000 frequency list,نفی,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,احکام,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,جرمانے,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,دادی,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,کامیابیاں,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,نویں,no_direct_mapping_and_not_indowordnet_lemma
290,CLE Urdu top-5000 frequency list,ہا,no_direct_mapping_and_not_indowordnet_lemma
289,CLE Urdu top-5000 frequency list,بوائز,no_direct_mapping_and_not_indowordnet_lemma
289,CLE Urdu top-5000 frequency list,پڑہتا,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,اطہر,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,باڈی,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,پہننے,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,ترجیحی,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,خامیاں,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,خوشیاں,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,ریڑہ,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,طبقات,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,گڑہی,no_direct_mapping_and_not_indowordnet_lemma
288,CLE Urdu top-5000 frequency list,نہروں,no_direct_mapping_and_not_indowordnet_lemma
287,CLE Urdu top-5000 frequency list,اعتراضات,no_direct_mapping_and_not_indowordnet_lemma
287,CLE Urdu top-5000 frequency list,جارحانہ,no_direct_mapping_and_not_indowordnet_lemma
287,CLE Urdu top-5000 frequency list,سازگار,no_direct_mapping_and_not_indowordnet_lemma
287,CLE Urdu top-5000 frequency list,گزری,no_direct_mapping_and_not_indowordnet_lemma
287,CLE Urdu top-5000 frequency list,مجرموں,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,اترے,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,افکار,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,ایشز,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,پک,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,تحمل,no_direct_mapping_and_not_indowordnet_lemma
286,CLE Urdu top-5000 frequency list,صحابہ کرام,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,بڑہنا,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,پہنے,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,راؤنڈر,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,سمجہی,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,شواہد,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,طرفہ,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,گہس,no_direct_mapping_and_not_indowordnet_lemma
285,CLE Urdu top-5000 frequency list,مانگنے,no_direct_mapping_and_not_indowordnet_lemma
284,CLE Urdu top-5000 frequency list,باغات,no_direct_mapping_and_not_indowordnet_lemma
284,CLE Urdu top-5000 frequency list,تبادلے,no_direct_mapping_and_not_indowordnet_lemma
284,CLE Urdu top-5000 frequency list,چہکے,no_direct_mapping_and_not_indowordnet_lemma
284,CLE Urdu top-5000 frequency list,مرتکب,no_direct_mapping_and_not_indowordnet_lemma
284,CLE Urdu top-5000 frequency list,ہنستے,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,اکاؤنٹ,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,پیکر,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,شادیوں,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,طیب,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,مشینوں,no_direct_mapping_and_not_indowordnet_lemma
283,CLE Urdu top-5000 frequency list,ووٹروں,no_direct_mapping_and_not_indowordnet_lemma
282,CLE Urdu top-5000 frequency list,پچ,fallback_no_two_source_semantic_agreement
282,CLE Urdu top-5000 frequency list,عقائد,no_direct_mapping_and_not_indowordnet_lemma
282,CLE Urdu top-5000 frequency list,غزلیں,no_direct_mapping_and_not_indowordnet_lemma
282,CLE Urdu top-5000 frequency list,لارڈ,no_direct_mapping_and_not_indowordnet_lemma
282,CLE Urdu top-5000 frequency list,معدے,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,بسنے,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,بیٹیوں,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,حامیوں,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,دوستو,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,سپیشل,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,شاہ رخ,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,وا,no_direct_mapping_and_not_indowordnet_lemma
281,CLE Urdu top-5000 frequency list,وے,no_direct_mapping_and_not_indowordnet_lemma
280,CLE Urdu top-5000 frequency list,ابہر,no_direct_mapping_and_not_indowordnet_lemma
280,CLE Urdu top-5000 frequency list,زائرین,no_direct_mapping_and_not_indowordnet_lemma
280,CLE Urdu top-5000 frequency list,غلطیوں,no_direct_mapping_and_not_indowordnet_lemma
280,CLE Urdu top-5000 frequency list,قطع,no_direct_mapping_and_not_indowordnet_lemma
279,CLE Urdu top-5000 frequency list,دب,no_direct_mapping_and_not_indowordnet_lemma
279,CLE Urdu top-5000 frequency list,کسے,no_direct_mapping_and_not_indowordnet_lemma
279,CLE Urdu top-5000 frequency list,گلوکارہ,fallback_no_two_source_semantic_agreement
279,CLE Urdu top-5000 frequency list,ڈسپلن,no_direct_mapping_and_not_indowordnet_lemma
278,CLE Urdu top-5000 frequency list,بیراج,no_direct_mapping_and_not_indowordnet_lemma
278,CLE Urdu top-5000 frequency list,جیتی,no_direct_mapping_and_not_indowordnet_lemma
278,CLE Urdu top-5000 frequency list,حیدری,no_direct_mapping_and_not_indowordnet_lemma
278,CLE Urdu top-5000 frequency list,کہایا,no_direct_mapping_and_not_indowordnet_lemma
278,CLE Urdu top-5000 frequency list,کہولے,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,خوابوں,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,دیکہتی,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,کوریج,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,لیکچر,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,نگہداشت,no_direct_mapping_and_not_indowordnet_lemma
277,CLE Urdu top-5000 frequency list,وژن,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,بسی,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,تقاضے,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,جہلک,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,سربراہوں,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,شٹل,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,گندے,no_direct_mapping_and_not_indowordnet_lemma
276,CLE Urdu top-5000 frequency list,ہالا,no_direct_mapping_and_not_indowordnet_lemma
275,CLE Urdu top-5000 frequency list,امہ,no_direct_mapping_and_not_indowordnet_lemma
275,CLE Urdu top-5000 frequency list,چہٹکارا,no_direct_mapping_and_not_indowordnet_lemma
