frequency_evidence,frequency_source,front,kaikki,readurdu,reason,word2word
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),زنانہ,"women's; feminine, womanly, effeminate, womanish","adj. women's; feminine, womanly, effeminate, womanish | Platts: adj. &",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),سلنڈر,,,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),سلیقہ,,"(for A. سليقة salīqat, v.n. fr. سلق 'to adapt or dispose to,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),سمن,,"s.m. Tranquillity, calmness, composure, coolness, indifference; — killing (animals for sacrifice), immolation",direct_mapping_without_independent_corroboration,could; subpoena; ending; matter; minute
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),طباعت,,,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),عرق,"blood vessel; juice, essence; liquor, distillate, spirit","n. sweat, perspiration, exuded moisture; juice, essence; liquor, distillate, spirit | Platts: (inf. n. of عرق 'to sweat')",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),عیال,,"(pl. of عيل ʻaiyil, fr. عول, or inf. n. of عول 'to nourish or sustain a family')",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),لونڈی,,,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),مسکن,,"(n. of place fr. سکن 'to inhabit,' &c.)",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),معتدل,,"(act. part. of اعتدل 'to be or become even, or equal, or equable, or uniform,' &c., viii of عدل 'to make…",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),مکتوب,,"(pass. part. of کتب 'to write'), part.",direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),میٹ,,,direct_mapping_without_independent_corroboration,Matt; Graver; mistake; purpose; minute
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),ٹونٹی,,,direct_mapping_without_independent_corroboration,
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),پاؤنڈ,,pound,ambiguous_direct_mapping_tied_after_corroboration,pounds; than; less; five; accept
Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),چاندنی,,"s.f. Moonlight, moonbeam; — a kind of white flower, Tabernæmontana coronaria; — a white cloth spread over a…",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),برفانی,,snowy,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),تلافی,,"s.f. Making amends, reparation, compensation, recompense",direct_mapping_without_independent_corroboration,Tried; grounding; recoup; mistake; any
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),جانبداری,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),جلن,,(i.q. jalnā),ambiguous_direct_mapping_tied_after_corroboration,my; flash; burning; sensation; large
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),دوطرفہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),سرائے,"dwelling; inn, hotel","inn, hotel; dwelling; neighbourhood",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),سرکٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),لاتعداد,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),لون,,s.m. Salt; rock or fossil salt; sea. salt; — saltness; — the sea of salt water; —,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),مامون,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),متعدی,,"(for متعدٍّ mutaʻaddiṉ, act. part. of تعدّي, v of (and syn. with) عدو 'to pass by or beyond'; to exceed;…",direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),مشتری,buyer; customer; Jupiter (god),"n. customer; buyer | name: Jupiter (planet); Jupiter (god) | Platts: (for A. مشترٍ mushtariṉ, act. part. of اشتري, viii of (and syn. with) شرا (for شري) 'to buy'), part.",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),مصور,,"(act. part. of صوّر 'to form, fashion, figure, sculpture, picture,' ii of صار (for صور) 'to make (a thing)…",direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),چاٹ,chaat,chaat,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),کفیل,,,direct_mapping_without_independent_corroboration,
Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),کھویا,,Indian dairy product,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),آکسفورڈ,,"city in Calhoun and Talladega counties, Alabama, USA",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),اخیر,final; conclusion,"adj. final | n. conclusion | Platts: adj. (compar. & super. of خير), Better; best",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),استعمار,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),اوپری,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),اچھائی,"goodness, merit, virtue",,ambiguous_direct_mapping_tied_after_corroboration,reminded; potentials; purity; Seeing; within
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),بریڈ,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),بھینٹ,,"meeting; present, gift; offering",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),بیر,"plum, jujube; brave, courageous; wrestler, pehelwan","n. hero, warrior, ghazi; champion, conqueror; wrestler, pehelwan",ambiguous_direct_mapping_tied_after_corroboration,beers; beer; Two; gonna; have
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),بیری,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),بیہودہ,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),راسخ,,"(act. part. of رسخ 'to be or become firm, &c.')",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),رگڑ,,"force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),ریال,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),رینکنگ,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),عیدالاضحی,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),غمگین,"sorrowful, grieved, dejected, sad","sorrowful, grieved, dejected, sad",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),قلمی,,(rel. n. fr. qalam),direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),لاپتا,,form of لاپَتَہ (lāpata — missing),direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),مایا,light; woman; deceit,n. magical power; illusion; deceit | Platts:,direct_mapping_without_independent_corroboration,Maya; Everyone; Hey; phantasm; Steve
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),محنتی,difficult; laborious; hard-working,adj. hard-working; laborious; difficult | Platts: (rel. n. fr. měḥnat; — ˚ī = S.,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),مصوری,,(fr. muṣawwir; — ˚ī = Zend i = S.,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),ملاوٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),موقوف,,"(pass. part. of وقف 'to stop,' &c.), part.",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),مینا,,"s.m. Heaven, paradise; the sky, the azure vault; — a blue colour; — a false gem of a blue colour; a glass…",direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),پگڑی,turban,turban,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),چیمپیئن,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),کارپوریٹ,,,direct_mapping_without_independent_corroboration,
Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),کوک,,s.m. A fungus; mushroom; — a mouthful ( = kaval,direct_mapping_without_independent_corroboration,cook; That; will; be; the
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),اف,,"intj. (expressive of anxiety, distress of mind, vexation, disgust, &c.), Oh! oh dear! alas! ugh! foh! faugh!…",direct_mapping_without_independent_corroboration,going; your; re; '; Can
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),افسردہ,"sad, depressed, disheartened","adj. sad, depressed, disheartened | Platts: part. adj. Frozen, frigid, benumbed; withered, faded; dispirited, dejected, low-spirited, melancholy: —…",direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),بانگ,"adhan; shout, cry","n. shout, cry; adhan | Platts:",direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),تمل,,adj. &,direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),ثبت,,,direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),خودمختار,,,direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),سوزش,,(abst. s. fr. soz),direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),غلیظ,"filthy, dirty, nasty, foul; thick, condensed, gross, rude","filthy, dirty, nasty, foul; thick, condensed, gross, rude",ambiguous_direct_mapping_tied_after_corroboration,Building; coffins; scums; stain; impure
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),فعالیت,,,direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),لونگ,,clove (spice),ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),مجبورا,,(acc. of majbūr),direct_mapping_without_independent_corroboration,
Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),مرچ,pepper (in both senses),n. pepper (in both senses) | Platts:,ambiguous_direct_mapping_tied_after_corroboration,Parsley; peppers; cabbages; celery; and
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),آلودہ,"polluted, impure, soiled, contaminated","adj. polluted, impure, soiled, contaminated | Platts: part. adj. Defiled, polluted, sullied, soiled, stained, spoiled; smeared, immersed, covered; loaded (with),…",ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),انگور,grape,n. grape | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),بائیک,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),بولنگ,,class of sports in which a player rolls a bowling ball towards a target,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),خواندگی,,(abst. s. fr. next),direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),درندگی,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),دستیابی,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),دلیری,,"s.f. Intrepidity, boldness, daring, courage, valour, bravery, venturesomeness, hardihood, hardiness;…",ambiguous_direct_mapping_tied_after_corroboration,brave; mad; `; enough; airspace
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),دوکان,,n. alternative form of دکان (dukān) | Platts: (for A. dukkān),direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),دوہری,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),ستائیس,twenty-seven,num. twenty-seven | Platts:,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),سجایا,,"s.f. (pl. of سجية sajīyat, v.n. fr. سجو 'to cover or conceal by darkness'), Nature, natural disposition or…",direct_mapping_without_independent_corroboration,decorated; Twice; see; I
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),سوشلزم,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),سیرین,,,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),شاداب,fresh; humid; juicy,juicy; succulent; moist,ambiguous_direct_mapping_tied_after_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),شہرہ,,s.m. = P شہرت shuhrat,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),عکاس,,photographer,direct_mapping_without_independent_corroboration,
Zipf 3.79,wordfreq Urdu multi-corpus ranking (supplemental),غذائیت,,the provision to cells and organisms to support life and growth,direct_mapping_without_independent_corroboration,
