rank,front,meaning,wordfreq_zipf,dictionary_source,opus_strength,opus_details
2661,سننا,to hear,4.16,Kaikki,20.302,"[{""stem"":""hear"",""cooccurrence_sentences"":22,""urdu_sentences"":53,""english_sentences"":489,""observed_rate"":0.41509,""lift"":203.66}]"
2662,شہدا,Martyrs,4.16,ReadUrdu,18.762,"[{""stem"":""martyr"",""cooccurrence_sentences"":14,""urdu_sentences"":20,""english_sentences"":212,""observed_rate"":0.7,""lift"":792.2}]"
2663,فحش,obscene,4.16,ReadUrdu,15.235,"[{""stem"":""obscene"",""cooccurrence_sentences"":6,""urdu_sentences"":23,""english_sentences"":11,""observed_rate"":0.26087,""lift"":5689.87}]"
2664,لنگر,An anchor,4.16,ReadUrdu,13.526,"[{""stem"":""anchor"",""cooccurrence_sentences"":4,""urdu_sentences"":45,""english_sentences"":51,""observed_rate"":0.08889,""lift"":418.17}]"
2665,مدعو,invited,4.16,Kaikki,29.002,"[{""stem"":""invit"",""cooccurrence_sentences"":194,""urdu_sentences"":396,""english_sentences"":657,""observed_rate"":0.4899,""lift"":178.9}]"
2666,منشور,a manifesto,4.16,Kaikki,15.62,"[{""stem"":""manifesto"",""cooccurrence_sentences"":7,""urdu_sentences"":34,""english_sentences"":9,""observed_rate"":0.20588,""lift"":5488.43}]"
2667,موتی,pearl,4.16,Kaikki,13.558,"[{""stem"":""pearl"",""cooccurrence_sentences"":4,""urdu_sentences"":47,""english_sentences"":19,""observed_rate"":0.08511,""lift"":1074.68}]"
2668,مہاراشٹر,Maharashtra,4.16,Kaikki,36.918,"[{""stem"":""maharashtra"",""cooccurrence_sentences"":1417,""urdu_sentences"":1901,""english_sentences"":1996,""observed_rate"":0.7454,""lift"":89.6}]"
2669,نایاب,rare,4.16,Kaikki,21.553,"[{""stem"":""rare"",""cooccurrence_sentences"":30,""urdu_sentences"":70,""english_sentences"":97,""observed_rate"":0.42857,""lift"":1060.04}]"
2670,ٹھہرا,stay,4.16,ReadUrdu,13.819,"[{""stem"":""stay"",""cooccurrence_sentences"":4,""urdu_sentences"":19,""english_sentences"":556,""observed_rate"":0.21053,""lift"":90.85}]"
2671,پہلوان,wrestler,4.16,Kaikki,19.903,"[{""stem"":""wrestler"",""cooccurrence_sentences"":19,""urdu_sentences"":27,""english_sentences"":30,""observed_rate"":0.7037,""lift"":5627.82}]"
2672,پیتے,drink,4.16,ReadUrdu,11.708,"[{""stem"":""drink"",""cooccurrence_sentences"":2,""urdu_sentences"":11,""english_sentences"":605,""observed_rate"":0.18182,""lift"":72.1}]"
2673,چلانا,to drive,4.16,Kaikki,15.919,"[{""stem"":""drive"",""cooccurrence_sentences"":8,""urdu_sentences"":76,""english_sentences"":387,""observed_rate"":0.10526,""lift"":65.26}]"
2674,اونچا,high,4.15,Kaikki,17.339,"[{""stem"":""high"",""cooccurrence_sentences"":18,""urdu_sentences"":94,""english_sentences"":3082,""observed_rate"":0.19149,""lift"":14.91}]"
2675,ببر,Lion,4.15,ReadUrdu,12.354,"[{""stem"":""lion"",""cooccurrence_sentences"":2,""urdu_sentences"":4,""english_sentences"":59,""observed_rate"":0.5,""lift"":2033.25}]"
2676,بتاتی,tell,4.15,ReadUrdu,21.419,"[{""stem"":""tell"",""cooccurrence_sentences"":31,""urdu_sentences"":104,""english_sentences"":815,""observed_rate"":0.29808,""lift"":87.75}]"
2677,ترکیب,composition,4.15,ReadUrdu,17.525,"[{""stem"":""composition"",""cooccurrence_sentences"":12,""urdu_sentences"":64,""english_sentences"":62,""observed_rate"":0.1875,""lift"":725.57}]"
2678,ذرہ,particle,4.15,Kaikki,14.856,"[{""stem"":""particle"",""cooccurrence_sentences"":5,""urdu_sentences"":13,""english_sentences"":16,""observed_rate"":0.38462,""lift"":5767.38}]"
2679,ذہین,intelligent,4.15,ReadUrdu,17.812,"[{""stem"":""intelligent"",""cooccurrence_sentences"":13,""urdu_sentences"":71,""english_sentences"":64,""observed_rate"":0.1831,""lift"":686.4}]"
2680,رنگین,Coloured,4.15,ReadUrdu,14.331,"[{""stem"":""colour"",""cooccurrence_sentences"":5,""urdu_sentences"":41,""english_sentences"":151,""observed_rate"":0.12195,""lift"":193.77}]"
2681,رومی,a Turk,4.15,Kaikki,12.801,"[{""stem"":""turk"",""cooccurrence_sentences"":3,""urdu_sentences"":19,""english_sentences"":8,""observed_rate"":0.15789,""lift"":4735.32}]"
2682,سنانے,tell,4.15,ReadUrdu,17.994,"[{""stem"":""tell"",""cooccurrence_sentences"":12,""urdu_sentences"":31,""english_sentences"":815,""observed_rate"":0.3871,""lift"":113.96}]"
2683,قسط,installment,4.15,ReadUrdu,19.775,"[{""stem"":""install"",""cooccurrence_sentences"":23,""urdu_sentences"":266,""english_sentences"":504,""observed_rate"":0.08647,""lift"":41.16}]"
2684,قطار,queue,4.15,Kaikki,20.615,"[{""stem"":""queue"",""cooccurrence_sentences"":26,""urdu_sentences"":108,""english_sentences"":33,""observed_rate"":0.24074,""lift"":1750.28}]"
2685,لاٹھی,lathi,4.15,Kaikki,15.692,"[{""stem"":""lathi"",""cooccurrence_sentences"":7,""urdu_sentences"":33,""english_sentences"":14,""observed_rate"":0.21212,""lift"":3635.2}]"
2686,مانتا,believe,4.15,ReadUrdu,18.346,"[{""stem"":""believe"",""cooccurrence_sentences"":14,""urdu_sentences"":48,""english_sentences"":461,""observed_rate"":0.29167,""lift"":151.8}]"
2687,مبلغ,a missionary,4.15,Kaikki,11.638,"[{""stem"":""missionary"",""cooccurrence_sentences"":2,""urdu_sentences"":11,""english_sentences"":14,""observed_rate"":0.18182,""lift"":3115.88}]"
2688,کیمرہ,camera,4.15,Kaikki,22.161,"[{""stem"":""camera"",""cooccurrence_sentences"":34,""urdu_sentences"":54,""english_sentences"":147,""observed_rate"":0.62963,""lift"":1027.64}]"
2689,گنگا,Ganges,4.15,Kaikki,18.749,"[{""stem"":""gang"",""cooccurrence_sentences"":18,""urdu_sentences"":1135,""english_sentences"":70,""observed_rate"":0.01586,""lift"":54.36}]"
2690,آراستہ,adorned,4.14,ReadUrdu,13.397,"[{""stem"":""adorn"",""cooccurrence_sentences"":4,""urdu_sentences"":276,""english_sentences"":15,""observed_rate"":0.01449,""lift"":231.81}]"
2691,آم,mango,4.14,Kaikki,17.542,"[{""stem"":""mango"",""cooccurrence_sentences"":10,""urdu_sentences"":18,""english_sentences"":24,""observed_rate"":0.55556,""lift"":5553.77}]"
2692,بربادی,destruction,4.14,Kaikki,13.494,"[{""stem"":""destruction"",""cooccurrence_sentences"":4,""urdu_sentences"":48,""english_sentences"":60,""observed_rate"":0.08333,""lift"":333.23}]"
2693,برٹش,British,4.14,Kaikki,21.916,"[{""stem"":""british"",""cooccurrence_sentences"":32,""urdu_sentences"":47,""english_sentences"":217,""observed_rate"":0.68085,""lift"":752.77}]"
2694,بچیوں,girl,4.14,ReadUrdu,23.841,"[{""stem"":""girl"",""cooccurrence_sentences"":52,""urdu_sentences"":83,""english_sentences"":734,""observed_rate"":0.62651,""lift"":204.79}]"
2695,تشخیص,diagnosis,4.14,ReadUrdu,24.616,"[{""stem"":""diagnosi"",""cooccurrence_sentences"":75,""urdu_sentences"":392,""english_sentences"":105,""observed_rate"":0.19133,""lift"":437.18}]"
2696,تقرری,appointment,4.14,ReadUrdu,30.117,"[{""stem"":""appoint"",""cooccurrence_sentences"":258,""urdu_sentences"":479,""english_sentences"":731,""observed_rate"":0.53862,""lift"":176.78}]"
2697,جزوی,partial,4.14,Kaikki,24.345,"[{""stem"":""parti"",""cooccurrence_sentences"":65,""urdu_sentences"":198,""english_sentences"":73,""observed_rate"":0.32828,""lift"":1078.94}]"
2698,جوڑی,connect,4.14,ReadUrdu,15.973,"[{""stem"":""connect"",""cooccurrence_sentences"":8,""urdu_sentences"":63,""english_sentences"":1010,""observed_rate"":0.12698,""lift"":30.16}]"
2699,حس,sense,4.14,ReadUrdu,18.21,"[{""stem"":""sense"",""cooccurrence_sentences"":12,""urdu_sentences"":21,""english_sentences"":393,""observed_rate"":0.57143,""lift"":348.85}]"
2700,ذبح,slaughter,4.14,Kaikki,15.077,"[{""stem"":""slaughter"",""cooccurrence_sentences"":5,""urdu_sentences"":8,""english_sentences"":20,""observed_rate"":0.625,""lift"":7497.59}]"
2701,سرطان,a cancer,4.14,ReadUrdu,17.86,"[{""stem"":""cancer"",""cooccurrence_sentences"":11,""urdu_sentences"":19,""english_sentences"":315,""observed_rate"":0.57895,""lift"":440.96}]"
2702,سنو,listen,4.14,ReadUrdu,14.583,"[{""stem"":""listen"",""cooccurrence_sentences"":5,""urdu_sentences"":21,""english_sentences"":192,""observed_rate"":0.2381,""lift"":297.52}]"
2703,سیاح,tourist,4.14,Kaikki,25.458,"[{""stem"":""tourist"",""cooccurrence_sentences"":79,""urdu_sentences"":126,""english_sentences"":594,""observed_rate"":0.62698,""lift"":253.25}]"
2704,فراموش,forgotten,4.14,Kaikki,18.31,"[{""stem"":""forgotten"",""cooccurrence_sentences"":15,""urdu_sentences"":97,""english_sentences"":43,""observed_rate"":0.15464,""lift"":862.83}]"
2705,ماہانہ,monthly,4.14,Kaikki,31.541,"[{""stem"":""monthly"",""cooccurrence_sentences"":365,""urdu_sentences"":695,""english_sentences"":436,""observed_rate"":0.52518,""lift"":289.0}]"
2706,مشترک,& Sharing,4.14,ReadUrdu,25.292,"[{""stem"":""shar"",""cooccurrence_sentences"":84,""urdu_sentences"":275,""english_sentences"":1398,""observed_rate"":0.30545,""lift"":52.42}]"
2707,مطابقت,Conformity,4.14,ReadUrdu,15.287,"[{""stem"":""conform"",""cooccurrence_sentences"":7,""urdu_sentences"":201,""english_sentences"":68,""observed_rate"":0.03483,""lift"":122.88}]"
2708,منطق,— logic,4.14,ReadUrdu,18.19,"[{""stem"":""logic"",""cooccurrence_sentences"":12,""urdu_sentences"":18,""english_sentences"":46,""observed_rate"":0.66667,""lift"":3477.14}]"
2709,کھولے,open,4.14,ReadUrdu,27.176,"[{""stem"":""open"",""cooccurrence_sentences"":121,""urdu_sentences"":210,""english_sentences"":2164,""observed_rate"":0.57619,""lift"":63.88}]"
2710,ہیرا,diamond,4.14,Kaikki,16.829,"[{""stem"":""diamond"",""cooccurrence_sentences"":10,""urdu_sentences"":65,""english_sentences"":127,""observed_rate"":0.15385,""lift"":290.64}]"
2711,اوصاف,properties,4.13,ReadUrdu,12.798,"[{""stem"":""property"",""cooccurrence_sentences"":3,""urdu_sentences"":17,""english_sentences"":529,""observed_rate"":0.17647,""lift"":80.04}]"
2712,اٹھنے,get up,4.13,ReadUrdu,8.078,"[{""stem"":""up"",""cooccurrence_sentences"":7,""urdu_sentences"":51,""english_sentences"":7471,""observed_rate"":0.13725,""lift"":4.41},{""stem"":""get"",""cooccurrence_sentences"":4,""urdu_sentences"":51,""english_sentences"":2374,""observed_rate"":0.07843,""lift"":7.93}]"
2713,بدلا,exchange,4.13,ReadUrdu,20.544,"[{""stem"":""exchange"",""cooccurrence_sentences"":26,""urdu_sentences"":118,""english_sentences"":972,""observed_rate"":0.22034,""lift"":54.39}]"
2714,برلن,Berlin,4.13,Kaikki,23.425,"[{""stem"":""berlin"",""cooccurrence_sentences"":47,""urdu_sentences"":61,""english_sentences"":55,""observed_rate"":0.77049,""lift"":3361.07}]"
2715,بیداری,awareness,4.13,ReadUrdu,34.863,"[{""stem"":""aware"",""cooccurrence_sentences"":843,""urdu_sentences"":1448,""english_sentences"":1339,""observed_rate"":0.58218,""lift"":104.32}]"
2716,تقدس,sanctity,4.13,Kaikki,16.016,"[{""stem"":""sanct"",""cooccurrence_sentences"":7,""urdu_sentences"":18,""english_sentences"":16,""observed_rate"":0.38889,""lift"":5831.46}]"
2717,جلانے,burn,4.13,ReadUrdu,22.601,"[{""stem"":""burn"",""cooccurrence_sentences"":38,""urdu_sentences"":77,""english_sentences"":156,""observed_rate"":0.49351,""lift"":759.0}]"
2718,ساختہ,formed,4.13,ReadUrdu,13.455,"[{""stem"":""form"",""cooccurrence_sentences"":6,""urdu_sentences"":48,""english_sentences"":1915,""observed_rate"":0.125,""lift"":15.66}]"
2719,سرائیکی,Saraiki,4.13,Kaikki,14.368,"[{""stem"":""saraiki"",""cooccurrence_sentences"":4,""urdu_sentences"":4,""english_sentences"":4,""observed_rate"":1.0,""lift"":59980.75}]"
2720,سراسر,through-and-through,4.13,Kaikki,6.568,"[{""stem"":""through"",""cooccurrence_sentences"":2,""urdu_sentences"":12,""english_sentences"":6897,""observed_rate"":0.16667,""lift"":5.8}]"
2721,سراغ,Tracing,4.13,ReadUrdu,17.51,"[{""stem"":""trac"",""cooccurrence_sentences"":12,""urdu_sentences"":75,""english_sentences"":136,""observed_rate"":0.16,""lift"":282.26}]"
2722,سوراخ,Hole,4.13,ReadUrdu,21.823,"[{""stem"":""hole"",""cooccurrence_sentences"":31,""urdu_sentences"":36,""english_sentences"":73,""observed_rate"":0.86111,""lift"":2830.14}]"
2723,سوڈان,Sudan,4.13,Kaikki,22.604,"[{""stem"":""sudan"",""cooccurrence_sentences"":38,""urdu_sentences"":56,""english_sentences"":133,""observed_rate"":0.67857,""lift"":1224.1}]"
2724,فرش,floor,4.13,Kaikki,21.686,"[{""stem"":""floor"",""cooccurrence_sentences"":30,""urdu_sentences"":53,""english_sentences"":143,""observed_rate"":0.56604,""lift"":949.69}]"
2725,قاہرہ,Cairo,4.13,Kaikki,15.734,"[{""stem"":""cairo"",""cooccurrence_sentences"":6,""urdu_sentences"":7,""english_sentences"":8,""observed_rate"":0.85714,""lift"":25706.04}]"
2726,مددگار,helpful,4.13,Kaikki,18.119,"[{""stem"":""helpful"",""cooccurrence_sentences"":15,""urdu_sentences"":304,""english_sentences"":56,""observed_rate"":0.04934,""lift"":211.4}]"
2727,مسرت,or joy,4.13,ReadUrdu,16.205,"[{""stem"":""joy"",""cooccurrence_sentences"":9,""urdu_sentences"":329,""english_sentences"":113,""observed_rate"":0.02736,""lift"":58.08}]"
2728,معذور,disabled,4.13,Kaikki,23.616,"[{""stem"":""disabl"",""cooccurrence_sentences"":60,""urdu_sentences"":475,""english_sentences"":187,""observed_rate"":0.12632,""lift"":162.06}]"
2729,نرمی,softness,4.13,Kaikki,12.493,"[{""stem"":""soft"",""cooccurrence_sentences"":3,""urdu_sentences"":218,""english_sentences"":98,""observed_rate"":0.01376,""lift"":33.69}]"
2730,نظارہ,view,4.13,Kaikki,14.935,"[{""stem"":""view"",""cooccurrence_sentences"":7,""urdu_sentences"":50,""english_sentences"":1844,""observed_rate"":0.14,""lift"":18.22}]"
2731,وید,Vedas,4.13,Kaikki,12.567,"[{""stem"":""veda"",""cooccurrence_sentences"":3,""urdu_sentences"":83,""english_sentences"":22,""observed_rate"":0.03614,""lift"":394.18}]"
2732,پاسپورٹ,passport,4.13,Kaikki,25.082,"[{""stem"":""passport"",""cooccurrence_sentences"":72,""urdu_sentences"":96,""english_sentences"":84,""observed_rate"":0.75,""lift"":2142.17}]"
2733,چھوڑنا,to leave,4.13,ReadUrdu,18.007,"[{""stem"":""leave"",""cooccurrence_sentences"":13,""urdu_sentences"":49,""english_sentences"":398,""observed_rate"":0.26531,""lift"":159.93}]"
2734,ڈاک,post,4.13,Kaikki,30.312,"[{""stem"":""post"",""cooccurrence_sentences"":272,""urdu_sentences"":595,""english_sentences"":2385,""observed_rate"":0.45714,""lift"":45.99}]"
2735,کبیر,Kabir,4.13,ReadUrdu,23.866,"[{""stem"":""kabir"",""cooccurrence_sentences"":55,""urdu_sentences"":135,""english_sentences"":60,""observed_rate"":0.40741,""lift"":1629.11}]"
2736,کشمکش,conflict,4.13,ReadUrdu,14.675,"[{""stem"":""conflict"",""cooccurrence_sentences"":5,""urdu_sentences"":17,""english_sentences"":201,""observed_rate"":0.29412,""lift"":351.07}]"
2737,آہنگ,design,4.12,Kaikki,11.225,"[{""stem"":""design"",""cooccurrence_sentences"":8,""urdu_sentences"":282,""english_sentences"":976,""observed_rate"":0.02837,""lift"":6.97}]"
2738,اجرت,wage,4.12,Kaikki,26.217,"[{""stem"":""wage"",""cooccurrence_sentences"":95,""urdu_sentences"":165,""english_sentences"":238,""observed_rate"":0.57576,""lift"":580.41}]"
2739,اینٹ,brick,4.12,Kaikki,18.037,"[{""stem"":""brick"",""cooccurrence_sentences"":12,""urdu_sentences"":29,""english_sentences"":32,""observed_rate"":0.41379,""lift"":3102.45}]"
2740,بخار,fever,4.12,Kaikki,24.944,"[{""stem"":""fever"",""cooccurrence_sentences"":69,""urdu_sentences"":104,""english_sentences"":93,""observed_rate"":0.66346,""lift"":1711.61}]"
2741,بعید,Far,4.12,ReadUrdu,20.148,"[{""stem"":""far"",""cooccurrence_sentences"":20,""urdu_sentences"":35,""english_sentences"":1159,""observed_rate"":0.57143,""lift"":118.29}]"
2742,بولنا,to speak,4.12,Kaikki,18.301,"[{""stem"":""speak"",""cooccurrence_sentences"":14,""urdu_sentences"":51,""english_sentences"":2240,""observed_rate"":0.27451,""lift"":29.4}]"
2743,تقرر,appointment,4.12,ReadUrdu,26.8,"[{""stem"":""appoint"",""cooccurrence_sentences"":112,""urdu_sentences"":211,""english_sentences"":731,""observed_rate"":0.53081,""lift"":174.22}]"
2744,خطا,error,4.12,ReadUrdu,20.038,"[{""stem"":""error"",""cooccurrence_sentences"":21,""urdu_sentences"":58,""english_sentences"":451,""observed_rate"":0.36207,""lift"":192.61}]"
2745,خیرات,charity,4.12,ReadUrdu,17.04,"[{""stem"":""char"",""cooccurrence_sentences"":9,""urdu_sentences"":20,""english_sentences"":40,""observed_rate"":0.45,""lift"":2699.13}]"
2746,زرد,yellow,4.12,Kaikki,14.267,"[{""stem"":""yellow"",""cooccurrence_sentences"":4,""urdu_sentences"":9,""english_sentences"":63,""observed_rate"":0.44444,""lift"":1692.58}]"
2747,شفا,healing,4.12,Kaikki,15.566,"[{""stem"":""heal"",""cooccurrence_sentences"":7,""urdu_sentences"":44,""english_sentences"":64,""observed_rate"":0.15909,""lift"":596.4}]"
2748,شہزادی,princess,4.12,Kaikki,13.465,"[{""stem"":""princes"",""cooccurrence_sentences"":3,""urdu_sentences"":6,""english_sentences"":14,""observed_rate"":0.5,""lift"":8568.68}]"
2749,شہنشاہ,emperor,4.12,Kaikki,14.722,"[{""stem"":""emperor"",""cooccurrence_sentences"":5,""urdu_sentences"":16,""english_sentences"":16,""observed_rate"":0.3125,""lift"":4686.0}]"
2750,شیریں,sweet,4.12,Kaikki,12.995,"[{""stem"":""sweet"",""cooccurrence_sentences"":3,""urdu_sentences"":12,""english_sentences"":59,""observed_rate"":0.25,""lift"":1016.62}]"
2751,قریبا,about,4.12,ReadUrdu,12.778,"[{""stem"":""about"",""cooccurrence_sentences"":6,""urdu_sentences"":16,""english_sentences"":7330,""observed_rate"":0.375,""lift"":12.27}]"
2752,قصبہ,town,4.12,Kaikki,18.22,"[{""stem"":""town"",""cooccurrence_sentences"":12,""urdu_sentences"":16,""english_sentences"":390,""observed_rate"":0.75,""lift"":461.39}]"
2753,قومیت,nationality,4.12,Kaikki,16.6,"[{""stem"":""national"",""cooccurrence_sentences"":9,""urdu_sentences"":36,""english_sentences"":191,""observed_rate"":0.25,""lift"":314.04}]"
2754,لوٹے,return,4.12,ReadUrdu,19.088,"[{""stem"":""return"",""cooccurrence_sentences"":17,""urdu_sentences"":58,""english_sentences"":853,""observed_rate"":0.2931,""lift"":82.44}]"
2755,مانچسٹر,Manchester,4.12,Kaikki,18.99,"[{""stem"":""manchester"",""cooccurrence_sentences"":15,""urdu_sentences"":15,""english_sentences"":17,""observed_rate"":1.0,""lift"":14113.12}]"
2756,مقررہ,appointed…,4.12,ReadUrdu,13.102,"[{""stem"":""appoint"",""cooccurrence_sentences"":15,""urdu_sentences"":830,""english_sentences"":731,""observed_rate"":0.01807,""lift"":5.93}]"
2757,ممنوع,prohibited,4.12,Kaikki,19.292,"[{""stem"":""prohibit"",""cooccurrence_sentences"":19,""urdu_sentences"":93,""english_sentences"":106,""observed_rate"":0.2043,""lift"":462.42}]"
2758,منشی,munshi,4.12,Kaikki,13.085,"[{""stem"":""munshi"",""cooccurrence_sentences"":3,""urdu_sentences"":10,""english_sentences"":3,""observed_rate"":0.3,""lift"":23992.3}]"
2759,ناانصافی,injustice,4.12,Kaikki,18.639,"[{""stem"":""injustice"",""cooccurrence_sentences"":15,""urdu_sentences"":47,""english_sentences"":30,""observed_rate"":0.31915,""lift"":2552.37}]"
2760,ناظرین,— readers,4.12,ReadUrdu,14.144,"[{""stem"":""reader"",""cooccurrence_sentences"":5,""urdu_sentences"":149,""english_sentences"":72,""observed_rate"":0.03356,""lift"":111.82}]"
2761,پیٹھ,back,4.12,Kaikki,18.244,"[{""stem"":""back"",""cooccurrence_sentences"":14,""urdu_sentences"":62,""english_sentences"":1386,""observed_rate"":0.22581,""lift"":39.09}]"
2762,یوکرین,Ukraine,4.12,Kaikki,22.151,"[{""stem"":""ukraine"",""cooccurrence_sentences"":34,""urdu_sentences"":57,""english_sentences"":53,""observed_rate"":0.59649,""lift"":2700.23}]"
