rank,front,meaning,frequency_evidence,frequency_source,evidence_tier,iwn_en_english_ids,iwn_en_direct_sense_count,external_selector_score,kaikki_meaning,readurdu_meaning,word2word_meaning,semantic_basis
2535,ٹھوکر,striking,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,123108,1,1,,"striking, a blow; an obstacle; stumbling",youths; stumble; young; men; Even,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2536,گمنام,unknown,Zipf 3.84,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,139449,1,2,anonymous; unknown; obscure,unknown; obscure; anonymous,Anonymous; Lizardsec; Like; or; !,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2537,استعفا,resignation,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6424960,1,2,resignation,n. resignation | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2538,التجا,entreaty,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7088250,5,1,,"plea, entreaty",Plead; yourself; begs; guilty; young,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2539,انگوٹھی,ring,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4046792,1,3,a ring (type of jewelry),a ring (type of jewelry),Best; asset; ring; wet; business,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2540,جوار,high tide,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7301030,2,1,,"s.m. Flood-tide, flood: — juʼār-bhāṭā, s.m. Flood and ebb-tide",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2541,حقیر,paltry,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2586789,4,1,"mean, low, insignificant","adj. mean, low, insignificant | Platts: (fr. حقر 'to be contemptible,' &c.), adj. Contemptible, despicable, mean, paltry, abject, base, vile…",despise; incapable; conforming; These; divergents,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2542,خروج,exit,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,56627,1,1,,"(inf. n. of خرج 'to go out or forth,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2543,فال,omen; presage,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7186464,1,1,,"s.f. An omen, augury, presage; — enchantment, spell: — fāl kholnā (-kī), To tell (one's) fortune (by…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2544,لاجواب,unrivaled,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,530704,3,1,,,nice; That; BRILLIANT; terrific; unrivaled,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2545,مکھن,butter,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7742193,1,2,butter,butter,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2546,نقلی,fake,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1631221,2,2,"fake, imitated; counterfeit, forged","adj. fake, imitated; counterfeit, forged | Platts: (rel. n. fr. naql), adj. Transmitted; handed down; traditional; — imitated; fabricated, artificial;…",simulation; vaccination; started; yourself; She,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2547,نکاسی,projection,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,3963788,1,1,,"s.f. Out-turn, yield, net-produce; income; profit; — tax collected on goods passing out of a town,…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2548,نیلام,auction; auction sale,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,90066,1,2,auction (a public event where goods are sold through bidding),auction (a public event where goods are sold through bidding),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2549,چوڑی,bangle,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2860067,2,2,bangle; thread; sometimes a handcuff,bangle; thread; sometimes a handcuff,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2550,چھٹا,sixth,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2279024,1,2,"sixth; mere, simple; miscellaneous",sixth,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2551,کشور,region,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8510527,1,1,boy; lad; minor,"n. country; realm, region; land, soil; kingdom; territory | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2552,ہیبت,fear,Zipf 3.83,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7417148,1,1,,"(for A. هيبة, v.n. fr. هاب (for هيب) 'to fear,' &c.)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2553,آپا,big sister,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9708830,1,2,older woman; older sister,"n. older sister; older woman | Platts: refl. pron. m. Self, &c. ( = pron. āp",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2554,اداسی,sadness,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,7429996,2,2,"indifference; sorrow, sadness, melancholy","n. sorrow, sadness, melancholy; indifference | Platts:",gloom; bunch; Just; away; from,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2555,ارجن,Arjuna,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9350269,1,2,"earning, gaining; Arjuna (hero of the Mahabharata); a male given name, Arjan, from Sanskrit","name: a male given name, Arjun, from Sanskrit; Arjuna (hero of the Mahabharata); a male given name, Arjan, from Sanskrit | n. earning, gaining | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2556,افریقا,Africa,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9057648,1,1,,continent,,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2557,باورچی,cook,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9815502,1,3,"cook, chef","cook, chef",cooking; recipe; Though; appreciate; most,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2558,بکرا,billy; billy goat; he-goat,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2394690,1,2,"fool; billy goat, male goat","n. billy goat, male goat; fool | Platts:",canaries; sneak; wiser; theory; using,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2559,جڑواں,twin,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10573931,1,2,twin,"adj. twin | n. twin (either of two people who shared the same uterus, or of two similar or closely related objects)",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2560,حسینہ,beauty,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10454608,2,2,,a beautiful woman,beauty; my; Come; on; !,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2561,رائفل,rifle,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4044446,1,2,,rifle,rifle; regard; unless; carrying; Even,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2562,سدا,always; ever,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,19576,1,2,"always; forever, eternally; perpetually, continually","adv. always; perpetually, continually; forever, eternally | Platts: adv. Always, perpetually, continually, ever: — sadā-brat, or sadā-bart or barat",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2563,سرکشی,stubbornness,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,4853574,3,1,disobedience; stubbornness,,insolence; punished; !; will; You,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2564,مغلوب,defeated,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,730563,1,1,,"(pass. part. of غلب 'to overcome,' &c.), part.",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2565,ملعون,accursed; accurst; maledict,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,703371,1,1,,"(pass. part. of لعن 'to curse,' &c.), = P ملعونه malʻūna (for A. ملعونةmalʻūnat, fem. of malʻūn), part.",middle; fucking; of; !; desert,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2566,میڈرڈ,Madrid,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,8895440,1,1,,,Madrid; tarmac; compartments; within; South,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2567,پرندہ,bird,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1485317,1,3,bird; mercury; winged; flying,bird,bird; might; kill; falcons; gold,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2568,گال,cheek,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5533339,1,3,cheek,n. cheek | Platts:,cheek; turn; says; The; other,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2569,ہتھیلی,palm,Zipf 3.82,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,5496399,1,2,metacarpus; palm (of the hand); clapping (the sound of clapping),palm (of the hand); metacarpus; clapping (the sound of clapping),,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2570,احمر,red; blood-red; cherry-red,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,403623,1,1,,adj. Red,stretched; steppes; shores; Mediterranean; rose,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2571,بابت,subject; topic; theme,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6511803,1,2,"affair, matter, account, business; in the matter of, on account of, as regards, as for; regarding, concerning, respecting, considering, about","n. affair, matter, account, business | Platts: (for A. بابة)",BETTER; ABOUT; THIS; BE; RIGHT,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2572,براعظم,continent,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9121960,1,2,continent,continent,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2573,توپ,cannon,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2922425,1,3,gun; heap; pile,n. gun; cannon; mortar | Platts:,cannons; Prepare; Taksim; Topkapi; headed,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2574,جنتی,heavenly,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,1225681,2,1,"pious, gentle; blessed, divine; paradise dweller","adj. heavenly, or pertaining to heaven; paradise dweller; pious, gentle | Platts:",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2575,حیوان,animal; beast,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,15024,3,3,beast; animal,n. beast; animal | Platts: (an. inf. n. of حيي 'to live'),beast; unleash; Time; The; to,CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2576,راجپوت,Rajput,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,10348581,1,2,prince; Rajput,"name: a surname, Rajput | n. prince; a Rajput",,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2577,شائستہ,civilized; polite,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2017642,6,3,"a male given name; a female given name; civilized, well-bred","adj. civilized, well-bred | Platts: adj. Worthy, honourable; fitting, proper, suitable; decent; useful; expedient; lawful, unobjectionable;…",Stealing; polite; not; s; ',CFILT IWN-En Direct sense uniquely selected and corroborated by 3 independent bilingual source(s)
2578,نالہ,canal,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2918793,2,1,canal,"lament, wail; drain",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2579,پوسٹر,poster,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,6702368,1,1,,,posters; correctly; someplace; read; campaign,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2580,پینتالیس,forty-five,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2267051,1,2,forty-five,num. forty-five | Platts:,,CFILT IWN-En Direct sense uniquely selected and corroborated by 2 independent bilingual source(s)
2581,کاتب,clerk,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,9781708,1,1,clerk; copyist; amanuensis,"n. writer, calligrapher; amanuensis; copyist | Platts: (act. part. of کتب 'to write')",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2582,کمایا,earned,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,859502,1,1,,"s.f. Severity, harshness; anger: — ku-māyā karnā (-se), To be angry (with), to rebuke, to treat harshly",earned; yourself; dance; boy; devil,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2583,کیمرا,photographic camera,Zipf 3.81,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2914330,1,1,,optical device for recording or transmitting photographic images or videos,How; video; on; You; -,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
2584,انی,arrowhead,Zipf 3.80,wordfreq Urdu multi-corpus ranking (supplemental),A_direct_corroborated,2717524,1,1,,"s.f. Point (of a spear, arrow &c.), end, tip; face, front; stem or prow (of a boat): — anī ćalnā, A thrust…",,CFILT IWN-En Direct sense uniquely selected and corroborated by 1 independent bilingual source(s)
